Lower	Upper	Sex	Exposure	scenario	predicted_CSO	total_cso_driven	total_ncso_driven	overall_ppv	ppv_first	ppv_xct	diagnostic_ls_css_first	diagnostic_ls_css_xct	diagnostic_ls_os_first	diagnostic_ls_os_xct
50	54	Female	Current	old_3	Plasma cell neoplasm	33	27	21	18	4	Inf	101.5	Inf	104.5
50	54	Female	Current	old_3	Prostate	0	0	NA	NA	NA	NA	NA	NA	NA
50	54	Female	Current	old_3	Stomach, esophagus	49	35	40	28	17	12.5	24.1	13.5	25.3
50	54	Female	Current	old_3	Thyroid gland	0	0	10	0	10	Inf	42.2	Inf	43.5
50	54	Female	Current	old_3	Uterus	91	67	48	26	30	26.5	11.1	26.4	11.2
50	54	Female	Current	old_4	Anus	17	14	62	16	55	45.6	6.5	45.1	6.7
50	54	Female	Current	old_4	Bladder, urothelial	7	5	38	34	6	9.8	65.6	10.2	67.9
50	54	Female	Current	old_4	Bone and soft tissue	9	7	48	28	28	10.7	13	10.7	13.5
50	54	Female	Current	old_4	Breast	109	50	58	54	9	12.5	45.3	12.3	46.9
50	54	Female	Current	old_4	Cervix	10	2	77	76	5	4.7	94.9	4.9	98.7
50	54	Female	Current	old_4	Colon, rectum	145	72	54	50	8	6.8	50.1	6.9	53.2
50	54	Female	Current	old_4	Head and neck	92	44	66	52	30	9.7	11.7	9.5	12.3
50	54	Female	Current	old_4	Kidney	7	6	30	12	20	33.7	15.9	34.3	16.7
50	54	Female	Current	old_4	Liver, bile duct	24	17	40	30	15	15.8	23.3	19.1	24.5
50	54	Female	Current	old_4	Lung	241	95	65	60	12	4.6	35.2	4.9	37.3
50	54	Female	Current	old_4	Lymphoid lineage	72	55	28	23	7	63	56.2	61.5	58.3
50	54	Female	Current	old_4	Melanocytic lineage	2	2	11	6	5	Inf	79.3	Inf	82.4
50	54	Female	Current	old_4	Myeloid lineage	0	0	5	0	5	Inf	79.1	Inf	82.2
50	54	Female	Current	old_4	Neuroendocrine cells	82	41	57	50	13	6.4	23.7	7.2	25.3
50	54	Female	Current	old_4	Ovary	30	12	62	59	7	5.3	70.5	5.4	72.9
50	54	Female	Current	old_4	Pancreas, gallbladder	49	38	33	23	14	18.7	26.1	20.3	27.9
50	54	Female	Current	old_4	Plasma cell neoplasm	30	26	15	13	2	Inf	196.7	Inf	204.2
50	54	Female	Current	old_4	Prostate	0	0	NA	NA	NA	NA	NA	NA	NA
50	54	Female	Current	old_4	Stomach, esophagus	39	32	26	17	10	20	39.3	22.1	41.5
50	54	Female	Current	old_4	Thyroid gland	0	0	5	0	5	Inf	79.3	Inf	82.4
50	54	Female	Current	old_4	Uterus	65	55	27	14	15	46.4	23	46.5	23.3
50	54	Female	Former	old_3	Anus	25	22	75	13	71	54.2	5	53.3	5.2
50	54	Female	Former	old_3	Bladder, urothelial	8	5	44	37	10	8.9	42.7	9.3	43.5
50	54	Female	Former	old_3	Bone and soft tissue	14	8	65	42	39	7.2	10.7	7.2	10.9
50	54	Female	Former	old_3	Breast	169	51	73	70	11	9.7	40.9	9.6	41.8
50	54	Female	Former	old_3	Cervix	18	2	87	86	6	4.1	72.8	4.2	74.2
50	54	Female	Former	old_3	Colon, rectum	150	75	56	50	11	6.9	38.9	7	39.9
50	54	Female	Former	old_3	Head and neck	91	50	66	45	38	11.2	9.7	10.9	10.1
50	54	Female	Former	old_3	Kidney	8	6	37	21	20	17.8	17.1	18.2	17.6
50	54	Female	Former	old_3	Liver, bile duct	28	18	49	36	19	13.6	20.2	16.4	20.8
50	54	Female	Former	old_3	Lung	150	96	44	36	12	7.8	36	8.3	37.1
50	54	Female	Former	old_3	Lymphoid lineage	97	57	47	41	10	32.9	46.5	32	47.4
50	54	Female	Former	old_3	Melanocytic lineage	2	2	18	11	8	Inf	56	Inf	57.3
50	54	Female	Former	old_3	Myeloid lineage	0	0	8	0	8	Inf	55.9	Inf	57.1
50	54	Female	Former	old_3	Neuroendocrine cells	56	39	37	31	9	10	40.4	11.1	42.5
50	54	Female	Former	old_3	Ovary	60	13	81	78	11	4	47.2	4	48
50	54	Female	Former	old_3	Pancreas, gallbladder	55	39	41	29	16	16.1	24.6	17.4	25.6
50	54	Female	Former	old_3	Plasma cell neoplasm	32	26	21	18	3	Inf	136.7	Inf	139.7
50	54	Female	Former	old_3	Prostate	0	0	NA	NA	NA	NA	NA	NA	NA
50	54	Female	Former	old_3	Stomach, esophagus	42	33	31	22	12	15.8	36.5	17.1	38
50	54	Female	Former	old_3	Thyroid gland	0	0	8	0	8	Inf	56.1	Inf	57.3
50	54	Female	Former	old_3	Uterus	91	67	48	26	29	26.3	11.3	26.3	11.3
50	54	Female	Former	old_4	Anus	15	12	58	17	49	41.1	7.3	40.6	7.5
50	54	Female	Former	old_4	Bladder, urothelial	6	5	28	24	5	14	87.8	14.5	89.9
50	54	Female	Former	old_4	Bone and soft tissue	9	6	45	30	21	10	18.8	10	19.2
50	54	Female	Former	old_4	Breast	107	48	57	55	6	12.3	74.9	12.1	76.9
50	54	Female	Former	old_4	Cervix	8	2	72	71	3	5	139.2	5.1	142.7
50	54	Female	Former	old_4	Colon, rectum	128	70	48	45	6	7.5	77.3	7.6	80
50	54	Female	Former	old_4	Head and neck	55	39	44	29	21	17.6	17.3	17.2	18
50	54	Female	Former	old_4	Kidney	7	6	22	12	12	34.3	28.6	34.9	29.7
50	54	Female	Former	old_4	Liver, bile duct	21	16	31	23	10	20.6	36.3	25	37.6
50	54	Female	Former	old_4	Lung	132	90	36	32	6	8.8	67.8	9.5	70.6
50	54	Female	Former	old_4	Lymphoid lineage	70	54	27	23	5	61.9	84.2	60.4	86.2
50	54	Female	Former	old_4	Melanocytic lineage	2	2	10	6	4	Inf	112.9	Inf	115.8
50	54	Female	Former	old_4	Myeloid lineage	0	0	4	0	4	Inf	112.7	Inf	115.6
50	54	Female	Former	old_4	Neuroendocrine cells	50	37	29	25	5	12.5	61.3	14	64.9
50	54	Female	Former	old_4	Ovary	30	12	62	60	6	5.3	95.1	5.3	97.1
50	54	Female	Former	old_4	Pancreas, gallbladder	43	36	24	16	9	25.9	45.1	28.2	47.3
50	54	Female	Former	old_4	Plasma cell neoplasm	30	26	14	13	2	Inf	282.2	Inf	289.5
50	54	Female	Former	old_4	Prostate	0	0	NA	NA	NA	NA	NA	NA	NA
50	54	Female	Former	old_4	Stomach, esophagus	36	31	18	13	7	27.2	66.3	29.8	69.2
50	54	Female	Former	old_4	Thyroid gland	0	0	4	0	4	Inf	112.9	Inf	115.8
50	54	Female	Former	old_4	Uterus	65	55	27	14	14	46.2	23.6	46.3	23.8
50	54	Female	Never	old_3	Anus	20	17	69	17	63	43.2	5.7	42.5	5.9
50	54	Female	Never	old_3	Bladder, urothelial	6	5	28	21	8	16.5	52.8	17.1	53.7
50	54	Female	Never	old_3	Bone and soft tissue	13	8	64	43	37	7.1	11.8	7.1	11.9
50	54	Female	Never	old_3	Breast	168	50	73	70	9	9.7	53.3	9.5	54.1
50	54	Female	Never	old_3	Cervix	13	2	82	81	6	4.4	84.6	4.5	85.7
50	54	Female	Never	old_3	Colon, rectum	136	73	51	46	10	7.5	46.8	7.7	47.5
50	54	Female	Never	old_3	Head and neck	66	43	53	34	29	15.2	13.3	14.8	13.6
50	54	Female	Never	old_3	Kidney	7	6	31	17	17	22.3	21.9	22.7	22.3
50	54	Female	Never	old_3	Liver, bile duct	24	17	42	30	17	16.6	23.4	20	24
50	54	Female	Never	old_3	Lung	100	93	16	8	9	35.4	52.1	38	52.9
50	54	Female	Never	old_3	Lymphoid lineage	96	56	46	42	8	32.6	56.2	31.7	57
50	54	Female	Never	old_3	Melanocytic lineage	2	2	17	11	7	Inf	68.4	Inf	69.5
50	54	Female	Never	old_3	Myeloid lineage	0	0	7	0	7	Inf	68.3	Inf	69.4
50	54	Female	Never	old_3	Neuroendocrine cells	42	37	16	11	5	25.7	84.1	27.6	86.9
50	54	Female	Never	old_3	Ovary	59	13	81	79	10	4	55.2	4	55.8
50	54	Female	Never	old_3	Pancreas, gallbladder	53	38	38	28	14	16.5	31.5	17.9	32.4
50	54	Female	Never	old_3	Plasma cell neoplasm	32	26	20	18	3	Inf	168.2	Inf	170.8
50	54	Female	Never	old_3	Prostate	0	0	NA	NA	NA	NA	NA	NA	NA
50	54	Female	Never	old_3	Stomach, esophagus	39	32	25	16	10	20.7	45.6	22.2	47.2
50	54	Female	Never	old_3	Thyroid gland	0	0	7	0	7	Inf	68.4	Inf	69.5
50	54	Female	Never	old_3	Uterus	91	67	48	27	29	26.3	11.3	26.3	11.4
50	54	Female	Never	old_4	Anus	13	10	52	20	39	35.7	9.1	35.2	9.4
50	54	Female	Never	old_4	Bladder, urothelial	5	5	16	12	4	28.4	111.6	29.4	113.6
50	54	Female	Never	old_4	Bone and soft tissue	9	6	44	31	19	9.8	22.9	9.8	23.1
50	54	Female	Never	old_4	Breast	107	48	57	55	4	12.3	103.1	12.1	104.8
50	54	Female	Never	old_4	Cervix	6	2	63	62	3	5.7	169.7	5.9	172.2
50	54	Female	Never	old_4	Colon, rectum	118	70	44	41	5	8.3	99.9	8.4	101.7
50	54	Female	Never	old_4	Head and neck	45	36	31	19	15	26.9	26.3	26.3	27.1
50	54	Female	Never	old_4	Kidney	6	6	17	9	9	44.3	41.8	45.1	42.5
50	54	Female	Never	old_4	Liver, bile duct	19	16	25	18	9	26.3	45.1	31.8	46.3
50	54	Female	Never	old_4	Lung	94	88	11	6	4	43	106.5	46.1	108.8
50	54	Female	Never	old_4	Lymphoid lineage	70	54	27	23	4	61.4	107.4	59.9	108.9
50	54	Female	Never	old_4	Melanocytic lineage	2	2	9	6	3	Inf	142.4	Inf	144.8
50	54	Female	Never	old_4	Myeloid lineage	0	0	3	0	3	Inf	142.2	Inf	144.6
50	54	Female	Never	old_4	Neuroendocrine cells	39	36	10	7	3	38.9	157.9	42.4	164.1
50	54	Female	Never	old_4	Ovary	30	12	62	60	5	5.3	114.7	5.3	116.2
50	54	Female	Never	old_4	Pancreas, gallbladder	41	35	22	16	7	27	64.8	29.4	66.8
50	54	Female	Never	old_4	Plasma cell neoplasm	30	26	14	13	1	Inf	357.5	Inf	363.6
50	54	Female	Never	old_4	Prostate	0	0	NA	NA	NA	NA	NA	NA	NA
50	54	Female	Never	old_4	Stomach, esophagus	34	31	13	8	5	39	88.3	42.3	91.5
50	54	Female	Never	old_4	Thyroid gland	0	0	3	0	3	Inf	142.4	Inf	144.8
50	54	Female	Never	old_4	Uterus	64	55	27	14	14	46.1	23.9	46.2	24
50	54	Male	Any	old_3	Anus	10	8	27	22	7	20.1	71.1	20.9	73.4
50	54	Male	Any	old_3	Bladder, urothelial	12	6	57	51	11	7.4	37.8	7.7	39
50	54	Male	Any	old_3	Bone and soft tissue	12	6	53	48	10	6.8	37.8	6.8	41.3
50	54	Male	Any	old_3	Breast	58	57	12	1	11	442.9	42.5	475.6	44.1
50	54	Male	Any	old_3	Cervix	0	0	NA	NA	NA	NA	NA	NA	NA
50	54	Male	Any	old_3	Colon, rectum	170	80	57	53	8	6.2	60.1	6.4	63.6
50	54	Male	Any	old_3	Head and neck	194	41	82	79	15	7.3	27.9	7.5	30.1
50	54	Male	Any	old_3	Kidney	11	7	47	35	19	10	19.7	10.3	20.9
50	54	Male	Any	old_3	Liver, bile duct	62	20	74	68	19	7.6	21.8	9.9	23.2
50	54	Male	Any	old_3	Lung	167	112	44	33	17	9.2	30.3	10.6	31.6
50	54	Male	Any	old_3	Lymphoid lineage	124	62	54	50	9	21.3	54.8	20.8	56.6
50	54	Male	Any	old_3	Melanocytic lineage	3	2	24	18	7	Inf	70	Inf	72.3
50	54	Male	Any	old_3	Myeloid lineage	0	0	7	0	7	Inf	69.9	Inf	72.1
50	54	Male	Any	old_3	Neuroendocrine cells	57	42	32	26	8	12.4	45.6	13.7	50.6
50	54	Male	Any	old_3	Ovary	0	0	NA	NA	NA	NA	NA	NA	NA
50	54	Male	Any	old_3	Pancreas, gallbladder	69	43	47	37	16	12.5	29.3	14.5	33.5
50	54	Male	Any	old_3	Plasma cell neoplasm	36	29	24	21	3	Inf	167.6	Inf	173
50	54	Male	Any	old_3	Prostate	30	17	52	45	12	39.5	30.2	42	33.3
50	54	Male	Any	old_3	Stomach, esophagus	55	37	41	33	12	11.7	38.1	12.8	41.4
50	54	Male	Any	old_3	Thyroid gland	0	0	7	0	7	Inf	70.1	Inf	72.3
50	54	Male	Any	old_3	Uterus	0	0	NA	NA	NA	NA	NA	NA	NA
50	54	Male	Any	old_4	Anus	9	7	21	18	4	24.2	133.2	25.2	138.1
50	54	Male	Any	old_4	Bladder, urothelial	8	5	39	36	6	10.5	75.7	11	78.4
50	54	Male	Any	old_4	Bone and soft tissue	8	6	35	30	7	10.5	55.7	10.5	61.6
50	54	Male	Any	old_4	Breast	55	54	7	1	6	831.2	74.9	892.6	78.2
50	54	Male	Any	old_4	Cervix	0	0	NA	NA	NA	NA	NA	NA	NA
50	54	Male	Any	old_4	Colon, rectum	146	77	50	47	4	6.8	110.3	7	117.6
50	54	Male	Any	old_4	Head and neck	97	38	65	61	10	9.5	41.6	9.7	45.4
50	54	Male	Any	old_4	Kidney	8	6	30	21	11	17.7	32.4	18.3	34.8
50	54	Male	Any	old_4	Liver, bile duct	37	18	57	53	10	9.3	38.3	12.1	41
50	54	Male	Any	old_4	Lung	144	102	35	30	8	10.3	57.8	11.9	60.6
50	54	Male	Any	old_4	Lymphoid lineage	85	59	33	30	5	38	93.2	37	97
50	54	Male	Any	old_4	Melanocytic lineage	3	2	13	10	4	Inf	130.1	Inf	134.9
50	54	Male	Any	old_4	Myeloid lineage	0	0	4	0	3	Inf	129.9	Inf	134.7
50	54	Male	Any	old_4	Neuroendocrine cells	52	41	25	21	5	15.2	68.2	16.9	76.2
50	54	Male	Any	old_4	Ovary	0	0	NA	NA	NA	NA	NA	NA	NA
50	54	Male	Any	old_4	Pancreas, gallbladder	51	40	29	22	9	19.2	49.7	22.2	57
50	54	Male	Any	old_4	Plasma cell neoplasm	33	28	17	15	1	Inf	317.8	Inf	329.6
50	54	Male	Any	old_4	Prostate	22	16	34	29	8	78	43.1	85.7	48
50	54	Male	Any	old_4	Stomach, esophagus	45	35	27	22	7	16.9	66.8	18.7	72.7
50	54	Male	Any	old_4	Thyroid gland	0	0	4	0	4	Inf	130.2	Inf	135
50	54	Male	Any	old_4	Uterus	0	0	NA	NA	NA	NA	NA	NA	NA
50	54	Male	Current	old_3	Anus	10	8	29	21	10	20.7	46.6	21.5	49
50	54	Male	Current	old_3	Bladder, urothelial	18	6	71	66	15	5.6	28.1	5.9	29.3
50	54	Male	Current	old_3	Bone and soft tissue	12	7	56	44	21	7.3	17	7.3	19.1
50	54	Male	Current	old_3	Breast	64	63	20	1	19	487.6	24.6	523.6	25.9
50	54	Male	Current	old_3	Cervix	0	0	NA	NA	NA	NA	NA	NA	NA
50	54	Male	Current	old_3	Colon, rectum	201	84	64	58	12	5.6	36.7	5.8	39.6
50	54	Male	Current	old_3	Head and neck	450	46	92	90	25	6.4	15.4	6.6	17.1
50	54	Male	Current	old_3	Kidney	13	8	55	38	29	9.3	12.7	9.6	13.9
50	54	Male	Current	old_3	Liver, bile duct	89	21	82	76	26	6.9	15.6	8.9	17
50	54	Male	Current	old_3	Lung	318	134	71	58	30	5.2	16.7	6	17.5
50	54	Male	Current	old_3	Lymphoid lineage	127	64	55	49	12	21.8	37.4	21.3	39.5
50	54	Male	Current	old_3	Melanocytic lineage	3	2	26	17	10	Inf	46.1	Inf	48.5
50	54	Male	Current	old_3	Myeloid lineage	0	0	10	0	10	Inf	46	Inf	48.4
50	54	Male	Current	old_3	Neuroendocrine cells	92	47	58	49	17	6.8	20.2	7.6	22.8
50	54	Male	Current	old_3	Ovary	0	0	NA	NA	NA	NA	NA	NA	NA
50	54	Male	Current	old_3	Pancreas, gallbladder	86	48	58	44	25	10.6	17.8	12.2	20.6
50	54	Male	Current	old_3	Plasma cell neoplasm	37	29	24	21	4	Inf	108.1	Inf	113.7
50	54	Male	Current	old_3	Prostate	33	20	56	41	25	43.4	13.4	46	15.1
50	54	Male	Current	old_3	Stomach, esophagus	70	40	54	43	18	8.9	24.5	9.7	27
50	54	Male	Current	old_3	Thyroid gland	0	0	10	0	10	Inf	46.2	Inf	48.6
50	54	Male	Current	old_3	Uterus	0	0	NA	NA	NA	NA	NA	NA	NA
50	54	Male	Current	old_4	Anus	9	7	22	18	5	24.6	84.3	25.6	89.3
50	54	Male	Current	old_4	Bladder, urothelial	11	6	56	52	8	7.2	54	7.5	56.7
50	54	Male	Current	old_4	Bone and soft tissue	9	6	39	28	15	11.2	22.7	11.2	25.7
50	54	Male	Current	old_4	Breast	57	57	11	1	11	873.7	42	938.3	44.6
50	54	Male	Current	old_4	Cervix	0	0	NA	NA	NA	NA	NA	NA	NA
50	54	Male	Current	old_4	Colon, rectum	169	79	57	53	7	6	61.8	6.2	67.3
50	54	Male	Current	old_4	Head and neck	196	42	83	79	18	7.3	20.7	7.5	23.2
50	54	Male	Current	old_4	Kidney	9	7	38	23	19	15.8	18.2	16.3	20.2
50	54	Male	Current	old_4	Liver, bile duct	50	19	68	62	15	7.8	24.8	10.2	27.2
50	54	Male	Current	old_4	Lung	255	112	63	56	16	5.4	29.2	6.2	30.9
50	54	Male	Current	old_4	Lymphoid lineage	86	61	35	29	8	38.7	60	37.7	64
50	54	Male	Current	old_4	Melanocytic lineage	3	2	15	10	5	Inf	83.1	Inf	88
50	54	Male	Current	old_4	Myeloid lineage	0	0	6	0	5	Inf	82.9	Inf	87.8
50	54	Male	Current	old_4	Neuroendocrine cells	78	44	50	43	12	7.6	27.3	8.6	31.1
50	54	Male	Current	old_4	Ovary	0	0	NA	NA	NA	NA	NA	NA	NA
50	54	Male	Current	old_4	Pancreas, gallbladder	59	43	39	28	15	15.1	27.2	17.4	31.5
50	54	Male	Current	old_4	Plasma cell neoplasm	34	28	17	15	2	Inf	200.6	Inf	212.5
50	54	Male	Current	old_4	Prostate	24	18	40	26	19	85.4	17.4	93.9	19.7
50	54	Male	Current	old_4	Stomach, esophagus	54	36	40	33	10	11.5	40	12.8	44.2
50	54	Male	Current	old_4	Thyroid gland	0	0	6	0	6	Inf	83.1	Inf	88
50	54	Male	Current	old_4	Uterus	0	0	NA	NA	NA	NA	NA	NA	NA
50	54	Male	Former	old_3	Anus	10	8	27	22	7	20.1	71	20.9	73.3
50	54	Male	Former	old_3	Bladder, urothelial	13	6	61	56	12	6.8	35.8	7	36.9
50	54	Male	Former	old_3	Bone and soft tissue	12	6	53	48	10	6.8	38.5	6.8	42
50	54	Male	Former	old_3	Breast	58	57	12	1	11	441.1	43.5	473.7	45.2
50	54	Male	Former	old_3	Cervix	0	0	NA	NA	NA	NA	NA	NA	NA
50	54	Male	Former	old_3	Colon, rectum	173	80	58	54	8	6.1	59.6	6.3	63
50	54	Male	Former	old_3	Head and neck	175	41	80	77	16	7.5	27.4	7.8	29.6
50	54	Male	Former	old_3	Kidney	11	7	50	38	19	9.2	20	9.5	21.2
50	54	Male	Former	old_3	Liver, bile duct	64	19	75	69	18	7.5	22.3	9.7	23.7
50	54	Male	Former	old_3	Lung	163	111	43	32	16	9.4	31.3	10.8	32.7
50	54	Male	Former	old_3	Lymphoid lineage	124	62	55	50	9	21.4	54.7	20.9	56.5
50	54	Male	Former	old_3	Melanocytic lineage	3	2	24	18	7	Inf	69.9	Inf	72.2
50	54	Male	Former	old_3	Myeloid lineage	0	0	7	0	7	Inf	69.7	Inf	72
50	54	Male	Former	old_3	Neuroendocrine cells	57	42	32	26	8	12.7	46.9	14	51.9
50	54	Male	Former	old_3	Ovary	0	0	NA	NA	NA	NA	NA	NA	NA
50	54	Male	Former	old_3	Pancreas, gallbladder	67	43	46	35	16	13.1	28.8	15.3	33
50	54	Male	Former	old_3	Plasma cell neoplasm	36	29	24	21	3	Inf	167.3	Inf	172.8
50	54	Male	Former	old_3	Prostate	30	17	52	45	12	39.4	30.9	41.9	34
50	54	Male	Former	old_3	Stomach, esophagus	57	37	43	35	12	10.9	39.1	12	42.5
50	54	Male	Former	old_3	Thyroid gland	0	0	7	0	7	Inf	69.9	Inf	72.3
50	54	Male	Former	old_3	Uterus	0	0	NA	NA	NA	NA	NA	NA	NA
50	54	Male	Former	old_4	Anus	9	7	21	18	4	24.2	132.4	25.2	137.3
50	54	Male	Former	old_4	Bladder, urothelial	9	5	44	40	6	9.4	71.7	9.8	74.3
50	54	Male	Former	old_4	Bone and soft tissue	8	6	35	30	7	10.5	56.9	10.5	62.9
50	54	Male	Former	old_4	Breast	54	54	7	1	6	830.1	75.9	891.4	79.3
50	54	Male	Former	old_4	Cervix	0	0	NA	NA	NA	NA	NA	NA	NA
50	54	Male	Former	old_4	Colon, rectum	148	77	51	48	4	6.6	108.9	6.9	116.2
50	54	Male	Former	old_4	Head and neck	90	38	62	57	10	10	40.9	10.3	44.7
50	54	Male	Former	old_4	Kidney	8	6	31	23	11	16	33	16.6	35.4
50	54	Male	Former	old_4	Liver, bile duct	38	18	58	54	10	9.1	39.3	11.8	42
50	54	Male	Former	old_4	Lung	142	101	34	29	8	10.6	59.2	12.2	62.1
50	54	Male	Former	old_4	Lymphoid lineage	85	60	34	30	5	38	92.7	37	96.4
50	54	Male	Former	old_4	Melanocytic lineage	3	2	13	10	4	Inf	129.3	Inf	134.2
50	54	Male	Former	old_4	Myeloid lineage	0	0	4	0	3	Inf	129.1	Inf	134
50	54	Male	Former	old_4	Neuroendocrine cells	51	41	25	21	5	15.6	70.2	17.4	78.4
50	54	Male	Former	old_4	Ovary	0	0	NA	NA	NA	NA	NA	NA	NA
50	54	Male	Former	old_4	Pancreas, gallbladder	50	40	28	21	9	20.4	49.1	23.6	56.3
50	54	Male	Former	old_4	Plasma cell neoplasm	33	28	17	15	1	Inf	315.8	Inf	327.8
50	54	Male	Former	old_4	Prostate	22	16	34	29	8	77.9	44.2	85.6	49.2
50	54	Male	Former	old_4	Stomach, esophagus	46	35	30	25	6	15.4	68.6	17.1	74.5
50	54	Male	Former	old_4	Thyroid gland	0	0	4	0	4	Inf	129.4	Inf	134.2
50	54	Male	Former	old_4	Uterus	0	0	NA	NA	NA	NA	NA	NA	NA
50	54	Male	Never	old_3	Anus	9	7	26	22	5	19.9	89.9	20.7	91.5
50	54	Male	Never	old_3	Bladder, urothelial	9	6	42	36	9	10.8	45.7	11.2	46.9
50	54	Male	Never	old_3	Bone and soft tissue	11	6	52	49	6	6.6	80.8	6.6	84
50	54	Male	Never	old_3	Breast	56	55	9	1	8	427.2	60.4	458.8	61.8
50	54	Male	Never	old_3	Cervix	0	0	NA	NA	NA	NA	NA	NA	NA
50	54	Male	Never	old_3	Colon, rectum	156	78	53	50	6	6.6	81.3	6.8	84.6
50	54	Male	Never	old_3	Head and neck	110	39	69	65	11	8.9	43.9	9.2	45.9
50	54	Male	Never	old_3	Kidney	10	7	42	32	15	11.1	25.6	11.4	26.5
50	54	Male	Never	old_3	Liver, bile duct	51	19	69	63	16	8.3	25.7	10.7	27.1
50	54	Male	Never	old_3	Lung	112	104	17	7	11	43.7	48.2	50.4	49.8
50	54	Male	Never	old_3	Lymphoid lineage	123	61	54	51	7	21.2	67.4	20.7	68.5
50	54	Male	Never	old_3	Melanocytic lineage	3	2	23	18	6	Inf	88.1	Inf	89.7
50	54	Male	Never	old_3	Myeloid lineage	0	0	6	0	5	Inf	87.9	Inf	89.5
50	54	Male	Never	old_3	Neuroendocrine cells	45	41	14	9	5	32.4	96.4	33.9	102.8
50	54	Male	Never	old_3	Ovary	0	0	NA	NA	NA	NA	NA	NA	NA
50	54	Male	Never	old_3	Pancreas, gallbladder	63	41	43	35	12	13.4	41.4	15.5	46.9
50	54	Male	Never	old_3	Plasma cell neoplasm	36	28	23	21	2	Inf	212.6	Inf	216.4
50	54	Male	Never	old_3	Prostate	29	16	50	47	6	38.1	70.8	40.5	73.9
50	54	Male	Never	old_3	Stomach, esophagus	48	36	33	25	10	15.1	48.3	16.4	52
50	54	Male	Never	old_3	Thyroid gland	0	0	6	0	6	Inf	88.1	Inf	89.7
50	54	Male	Never	old_3	Uterus	0	0	NA	NA	NA	NA	NA	NA	NA
50	54	Male	Never	old_4	Anus	9	7	21	18	3	24	172.3	25	175.6
50	54	Male	Never	old_4	Bladder, urothelial	7	5	26	23	5	17	93.3	17.7	95.8
50	54	Male	Never	old_4	Bone and soft tissue	8	6	33	31	3	10.2	140.7	10.3	147.6
50	54	Male	Never	old_4	Breast	54	53	5	1	4	816	107.9	876.3	110.7
50	54	Male	Never	old_4	Cervix	0	0	NA	NA	NA	NA	NA	NA	NA
50	54	Male	Never	old_4	Colon, rectum	135	76	46	44	3	7.3	160.4	7.5	167.5
50	54	Male	Never	old_4	Head and neck	64	37	46	43	6	13.5	74.2	13.8	78.2
50	54	Male	Never	old_4	Kidney	8	6	25	18	8	20.2	47.6	20.9	49.4
50	54	Male	Never	old_4	Liver, bile duct	32	17	51	46	8	10.6	48	13.7	50.7
50	54	Male	Never	old_4	Lung	104	98	11	6	5	52.8	96.6	61	100
50	54	Male	Never	old_4	Lymphoid lineage	84	59	33	30	4	37.7	119.3	36.7	121.7
50	54	Male	Never	old_4	Melanocytic lineage	3	2	13	10	3	Inf	167.1	Inf	170.4
50	54	Male	Never	old_4	Myeloid lineage	0	0	3	0	3	Inf	166.9	Inf	170.2
50	54	Male	Never	old_4	Neuroendocrine cells	42	40	9	6	3	46.4	172	49.1	184.4
50	54	Male	Never	old_4	Ovary	0	0	NA	NA	NA	NA	NA	NA	NA
50	54	Male	Never	old_4	Pancreas, gallbladder	48	39	25	20	6	21.2	76.5	24.4	86.8
50	54	Male	Never	old_4	Plasma cell neoplasm	33	28	16	15	1	Inf	410	Inf	418.2
50	54	Male	Never	old_4	Prostate	22	15	32	30	4	75.3	121	82.7	127.6
50	54	Male	Never	old_4	Stomach, esophagus	40	34	20	15	5	24.2	89	26.7	95.6
50	54	Male	Never	old_4	Thyroid gland	0	0	3	0	3	Inf	167.2	Inf	170.5
50	54	Male	Never	old_4	Uterus	0	0	NA	NA	NA	NA	NA	NA	NA
55	59	Female	Any	old_3	Anus	24	19	73	19	67	34.9	4.9	35.4	5.2
55	59	Female	Any	old_3	Bladder, urothelial	9	5	49	42	12	8.4	32.4	8.6	33.4
55	59	Female	Any	old_3	Bone and soft tissue	16	9	70	41	49	7.2	8.3	7.5	8.4
55	59	Female	Any	old_3	Breast	189	53	76	72	14	8.6	31.6	8.5	32.6
55	59	Female	Any	old_3	Cervix	15	3	85	83	9	4	51.3	4.1	52.8
55	59	Female	Any	old_3	Colon, rectum	160	77	58	52	14	6.4	29.4	6.6	30.3
55	59	Female	Any	old_3	Head and neck	106	49	71	54	37	10.1	9.6	10.1	10.1
55	59	Female	Any	old_3	Kidney	9	7	44	25	25	13.7	14.5	14.1	15.2
55	59	Female	Any	old_3	Liver, bile duct	37	19	61	48	25	9.7	16.9	12	17.6
55	59	Female	Any	old_3	Lung	172	100	51	42	15	6.9	27.8	7.6	28.8
55	59	Female	Any	old_3	Lymphoid lineage	115	58	55	50	11	27.2	37.8	24.9	39.3
55	59	Female	Any	old_3	Melanocytic lineage	3	2	22	13	10	Inf	43.5	Inf	45
55	59	Female	Any	old_3	Myeloid lineage	0	0	10	0	10	Inf	43.4	Inf	44.9
55	59	Female	Any	old_3	Neuroendocrine cells	65	40	46	38	12	7.5	31.8	8.1	34.2
55	59	Female	Any	old_3	Ovary	78	14	85	83	16	3.6	32.9	3.5	33.7
55	59	Female	Any	old_3	Pancreas, gallbladder	72	41	55	43	21	14.1	18.4	14.9	19.4
55	59	Female	Any	old_3	Plasma cell neoplasm	36	27	29	26	4	Inf	104.9	Inf	108.4
