Lower	Upper	Sex	Exposure	scenario	predicted_CSO	total_cso_driven	total_ncso_driven	overall_ppv	ppv_first	ppv_xct	diagnostic_ls_css_first	diagnostic_ls_css_xct	diagnostic_ls_os_first	diagnostic_ls_os_xct
50	54	Female	Former	old_3	Uterus	60	52	21	13	9	67.6	40.6	67.9	40.9
50	54	Female	Former	old_4	Anus	11	9	41	13	31	57.2	12.1	56.4	12.4
50	54	Female	Former	old_4	Bladder, urothelial	5	5	16	14	3	29.1	166.8	30.8	170.7
50	54	Female	Former	old_4	Bone and soft tissue	7	6	32	22	12	14.5	35.4	14.5	36.3
50	54	Female	Former	old_4	Breast	85	47	46	45	3	17.2	156.3	16.9	160.6
50	54	Female	Former	old_4	Cervix	5	2	55	54	2	6.9	287.5	7.1	295.3
50	54	Female	Former	old_4	Colon, rectum	96	69	31	28	3	12.8	150.5	13	156.2
50	54	Female	Former	old_4	Head and neck	42	35	26	16	12	32.3	32.7	31.1	34
50	54	Female	Former	old_4	Kidney	6	6	16	9	7	49	51.2	49.9	53.1
50	54	Female	Former	old_4	Liver, bile duct	18	15	20	15	6	33.9	64.5	40.8	67
50	54	Female	Former	old_4	Lung	108	87	22	19	3	13.9	136.1	15	142.4
50	54	Female	Former	old_4	Lymphoid lineage	61	53	16	13	3	114.9	167.2	111.4	171.2
50	54	Female	Former	old_4	Melanocytic lineage	2	2	8	6	2	Inf	235.2	Inf	241.5
50	54	Female	Former	old_4	Myeloid lineage	0	0	2	0	2	Inf	234.9	Inf	241.2
50	54	Female	Former	old_4	Neuroendocrine cells	43	36	17	15	3	20.8	117	23.4	124.1
50	54	Female	Former	old_4	Ovary	20	12	43	41	3	7.9	191.9	8	196.1
50	54	Female	Former	old_4	Pancreas, gallbladder	38	34	14	10	5	38.4	87.8	42	92.3
50	54	Female	Former	old_4	Plasma cell neoplasm	28	26	9	9	1	Inf	595.1	Inf	611.1
50	54	Female	Former	old_4	Prostate	0	0	NA	NA	NA	NA	NA	NA	NA
50	54	Female	Former	old_4	Stomach, esophagus	33	30	12	9	4	40.3	126.1	44.1	132.2
50	54	Female	Former	old_4	Thyroid gland	0	0	2	0	2	Inf	235.2	Inf	241.5
50	54	Female	Former	old_4	Uterus	57	51	17	10	8	80.1	47.5	80.5	47.9
50	54	Female	Never	old_3	Anus	10	9	39	15	28	51.6	14.4	50.7	14.8
50	54	Female	Never	old_3	Bladder, urothelial	5	5	12	9	3	54	175.7	57.8	178.5
50	54	Female	Never	old_3	Bone and soft tissue	8	6	37	27	14	12.7	38.5	12.7	38.9
50	54	Female	Never	old_3	Breast	98	47	53	52	3	16	191.1	15.7	194.2
50	54	Female	Never	old_3	Cervix	5	2	50	49	2	7.9	302.9	8.1	307.4
50	54	Female	Never	old_3	Colon, rectum	93	69	29	26	3	14.2	163.6	14.4	166.8
50	54	Female	Never	old_3	Head and neck	38	34	20	11	10	48.8	44.9	46.7	46.1
50	54	Female	Never	old_3	Kidney	6	5	16	10	6	49.4	62.6	50.2	63.9
50	54	Female	Never	old_3	Liver, bile duct	18	15	19	14	6	39.5	66.2	47.4	68.3
50	54	Female	Never	old_3	Lung	90	87	6	4	3	73.1	183	78.5	187.1
50	54	Female	Never	old_3	Lymphoid lineage	63	53	18	16	3	98.2	183.6	94.9	186
50	54	Female	Never	old_3	Melanocytic lineage	2	2	12	10	2	Inf	255.6	Inf	259.8
50	54	Female	Never	old_3	Myeloid lineage	0	0	2	0	2	Inf	255.4	Inf	259.6
50	54	Female	Never	old_3	Neuroendocrine cells	38	36	6	4	2	66.9	269.4	73.7	280.7
50	54	Female	Never	old_3	Ovary	22	12	48	46	4	7.3	194.6	7.3	197.2
50	54	Female	Never	old_3	Pancreas, gallbladder	39	34	16	12	5	33.3	110.7	36.4	114.1
50	54	Female	Never	old_3	Plasma cell neoplasm	29	26	11	10	1	Inf	646.5	Inf	657.2
50	54	Female	Never	old_3	Prostate	0	0	NA	NA	NA	NA	NA	NA	NA
50	54	Female	Never	old_3	Stomach, esophagus	33	30	11	8	4	43.2	141.9	46.4	147.9
50	54	Female	Never	old_3	Thyroid gland	0	0	2	0	2	Inf	255.6	Inf	259.8
50	54	Female	Never	old_3	Uterus	60	52	21	13	9	67.5	41.1	67.8	41.3
50	54	Female	Never	old_4	Anus	10	8	35	15	24	52.2	16.2	51.4	16.6
50	54	Female	Never	old_4	Bladder, urothelial	5	5	9	7	2	63.4	215.2	67.2	218.8
50	54	Female	Never	old_4	Bone and soft tissue	7	5	31	23	11	14.3	44.7	14.3	45.2
50	54	Female	Never	old_4	Breast	85	47	46	45	2	17.1	219.4	16.8	223.1
50	54	Female	Never	old_4	Cervix	4	2	45	44	2	8.5	354.6	8.7	360
50	54	Female	Never	old_4	Colon, rectum	91	68	27	25	3	14.6	196.8	14.8	200.7
50	54	Female	Never	old_4	Head and neck	37	34	17	10	8	54.1	52.2	52.1	53.7
50	54	Female	Never	old_4	Kidney	6	5	12	7	5	64.8	74.9	65.9	76.4
50	54	Female	Never	old_4	Liver, bile duct	17	15	16	11	5	44.5	80	53.5	82.4
50	54	Female	Never	old_4	Lung	90	86	6	3	2	78.3	216.6	84.1	221.6
50	54	Female	Never	old_4	Lymphoid lineage	61	53	15	13	2	114.4	214.5	110.8	217.4
50	54	Female	Never	old_4	Melanocytic lineage	2	2	8	6	2	Inf	299.4	Inf	304.5
50	54	Female	Never	old_4	Myeloid lineage	0	0	2	0	2	Inf	299.2	Inf	304.2
50	54	Female	Never	old_4	Neuroendocrine cells	37	36	5	4	1	74.3	313	81.8	326.2
50	54	Female	Never	old_4	Ovary	20	12	43	41	3	7.9	231.9	7.9	235.1
50	54	Female	Never	old_4	Pancreas, gallbladder	37	34	13	10	4	40.6	129.9	44.3	134.1
50	54	Female	Never	old_4	Plasma cell neoplasm	28	26	9	9	1	Inf	759.3	Inf	772.2
50	54	Female	Never	old_4	Prostate	0	0	NA	NA	NA	NA	NA	NA	NA
50	54	Female	Never	old_4	Stomach, esophagus	32	30	8	6	3	58.2	168.6	63	175.5
50	54	Female	Never	old_4	Thyroid gland	0	0	2	0	2	Inf	299.4	Inf	304.5
50	54	Female	Never	old_4	Uterus	57	51	17	10	7	80.1	48.1	80.4	48.5
50	54	Male	Any	old_3	Anus	8	7	14	12	2	40.3	238.6	42	248.1
50	54	Male	Any	old_3	Bladder, urothelial	7	5	30	27	5	17.9	106	18.6	109.8
50	54	Male	Any	old_3	Bone and soft tissue	8	6	29	26	4	13.5	97	13.6	107.7
50	54	Male	Any	old_3	Breast	53	53	4	1	4	1141.1	139.4	1214.6	145.4
50	54	Male	Any	old_3	Cervix	0	0	NA	NA	NA	NA	NA	NA	NA
50	54	Male	Any	old_3	Colon, rectum	110	76	34	32	3	11	174.6	11.4	186.5
50	54	Male	Any	old_3	Head and neck	64	37	46	43	7	13.3	66.1	13.4	72.1
50	54	Male	Any	old_3	Kidney	8	6	28	22	8	19.6	49.3	20.2	52.9
50	54	Male	Any	old_3	Liver, bile duct	31	17	49	45	7	12.4	56.1	16.4	60.4
50	54	Male	Any	old_3	Lung	121	98	23	19	5	15.2	102.4	17.6	107
50	54	Male	Any	old_3	Lymphoid lineage	74	58	23	21	3	57.9	161.3	56.7	167.7
50	54	Male	Any	old_3	Melanocytic lineage	3	2	19	17	2	Inf	233	Inf	242.3
50	54	Male	Any	old_3	Myeloid lineage	0	0	2	0	2	Inf	232.8	Inf	242
50	54	Male	Any	old_3	Neuroendocrine cells	46	40	16	13	3	24.6	115.2	27.2	129.3
50	54	Male	Any	old_3	Ovary	0	0	NA	NA	NA	NA	NA	NA	NA
50	54	Male	Any	old_3	Pancreas, gallbladder	46	39	22	17	6	23.6	81.2	27.4	93.9
50	54	Male	Any	old_3	Plasma cell neoplasm	32	28	13	12	1	Inf	573.9	Inf	596.7
50	54	Male	Any	old_3	Prostate	22	15	33	29	5	69.5	73.9	73.5	82.6
50	54	Male	Any	old_3	Stomach, esophagus	42	34	22	19	4	20.8	105.9	22.9	116.5
50	54	Male	Any	old_3	Thyroid gland	0	0	2	0	2	Inf	233.1	Inf	242.4
50	54	Male	Any	old_3	Uterus	0	0	NA	NA	NA	NA	NA	NA	NA
50	54	Male	Any	old_4	Anus	8	7	13	11	2	42.8	276.9	44.7	288.2
50	54	Male	Any	old_4	Bladder, urothelial	7	5	25	22	3	20.3	133.4	21.1	138.4
50	54	Male	Any	old_4	Bone and soft tissue	7	6	24	21	3	15.7	107.2	15.7	119.3
50	54	Male	Any	old_4	Breast	53	52	3	0	3	1400.4	157.2	1491.7	164.4
50	54	Male	Any	old_4	Cervix	0	0	NA	NA	NA	NA	NA	NA	NA
50	54	Male	Any	old_4	Colon, rectum	107	75	32	30	2	11.3	209	11.7	223.9
50	54	Male	Any	old_4	Head and neck	60	36	42	39	6	14.2	75.6	14.3	82.8
50	54	Male	Any	old_4	Kidney	7	6	22	16	6	24.6	57.2	25.5	61.4
50	54	Male	Any	old_4	Liver, bile duct	28	17	43	40	6	13.1	66.6	17.2	71.7
50	54	Male	Any	old_4	Lung	119	97	21	18	4	16.1	118.5	18.6	124.2
50	54	Male	Any	old_4	Lymphoid lineage	71	58	20	18	3	67.2	184.9	65.7	192.5
50	54	Male	Any	old_4	Melanocytic lineage	3	2	12	10	2	Inf	269.9	Inf	281
50	54	Male	Any	old_4	Myeloid lineage	0	0	2	0	2	Inf	269.6	Inf	280.7
50	54	Male	Any	old_4	Neuroendocrine cells	45	40	14	12	3	26.3	128.8	29.2	144.6
50	54	Male	Any	old_4	Ovary	0	0	NA	NA	NA	NA	NA	NA	NA
50	54	Male	Any	old_4	Pancreas, gallbladder	44	38	18	13	5	28	93.2	32.4	107.7
50	54	Male	Any	old_4	Plasma cell neoplasm	31	28	11	10	1	Inf	666.3	Inf	693.7
50	54	Male	Any	old_4	Prostate	19	15	25	22	4	106	81.3	116	91
50	54	Male	Any	old_4	Stomach, esophagus	40	34	18	15	3	25	124.2	27.7	136.1
50	54	Male	Any	old_4	Thyroid gland	0	0	2	0	2	Inf	269.9	Inf	281
50	54	Male	Any	old_4	Uterus	0	0	NA	NA	NA	NA	NA	NA	NA
50	54	Male	Current	old_3	Anus	8	7	15	12	3	40.7	150.6	42.4	159.9
50	54	Male	Current	old_3	Bladder, urothelial	9	5	44	41	6	11.3	77.1	11.7	80.8
50	54	Male	Current	old_3	Bone and soft tissue	8	6	32	25	9	14.1	37.7	14.1	42.7
50	54	Male	Current	old_3	Breast	54	54	7	1	6	1171.7	76.5	1247.2	81.1
50	54	Male	Current	old_3	Cervix	0	0	NA	NA	NA	NA	NA	NA	NA
50	54	Male	Current	old_3	Colon, rectum	122	77	40	37	5	9.4	100.1	9.7	108.9
50	54	Male	Current	old_3	Head and neck	111	39	69	65	12	8.7	32.5	8.8	36.3
50	54	Male	Current	old_3	Kidney	9	7	35	26	12	17	27.9	17.5	30.9
50	54	Male	Current	old_3	Liver, bile duct	40	18	61	56	10	10.1	36.8	13.3	40.5
50	54	Male	Current	old_3	Lung	180	103	48	43	10	6.7	51	7.8	53.7
50	54	Male	Current	old_3	Lymphoid lineage	75	59	24	21	5	58.6	104.3	57.4	111.2
50	54	Male	Current	old_3	Melanocytic lineage	3	2	19	16	3	Inf	148.4	Inf	157.5
50	54	Male	Current	old_3	Myeloid lineage	0	0	3	0	3	Inf	148.2	Inf	157.3
50	54	Male	Current	old_3	Neuroendocrine cells	60	42	35	30	7	10.6	45.1	11.9	51.4
50	54	Male	Current	old_3	Ovary	0	0	NA	NA	NA	NA	NA	NA	NA
50	54	Male	Current	old_3	Pancreas, gallbladder	52	40	30	22	10	17.8	44	20.7	51.2
50	54	Male	Current	old_3	Plasma cell neoplasm	32	28	13	12	1	Inf	363.1	Inf	385.4
50	54	Male	Current	old_3	Prostate	23	17	36	28	11	73.2	28.1	77.4	32
50	54	Male	Current	old_3	Stomach, esophagus	48	35	33	28	7	14.1	63.4	15.5	70.6
50	54	Male	Current	old_3	Thyroid gland	0	0	3	0	3	Inf	148.5	Inf	157.6
50	54	Male	Current	old_3	Uterus	0	0	NA	NA	NA	NA	NA	NA	NA
50	54	Male	Current	old_4	Anus	8	7	13	11	3	43.2	172.5	45	183.5
50	54	Male	Current	old_4	Bladder, urothelial	8	5	38	35	5	12.5	95.3	12.9	100.1
50	54	Male	Current	old_4	Bone and soft tissue	7	6	27	20	8	16.3	41	16.3	46.6
50	54	Male	Current	old_4	Breast	54	54	6	0	5	1433.3	85.4	1526.7	90.8
50	54	Male	Current	old_4	Cervix	0	0	NA	NA	NA	NA	NA	NA	NA
50	54	Male	Current	old_4	Colon, rectum	118	76	38	36	4	9.6	116.2	9.9	126.8
50	54	Male	Current	old_4	Head and neck	100	38	65	62	10	9	36	9.1	40.4
50	54	Male	Current	old_4	Kidney	8	6	28	19	11	21	31.2	21.8	34.6
50	54	Male	Current	old_4	Liver, bile duct	35	17	55	50	9	10.3	42.6	13.5	46.8
50	54	Male	Current	old_4	Lung	173	102	46	41	8	7	57.7	8.1	61
50	54	Male	Current	old_4	Lymphoid lineage	71	59	21	18	4	67.9	117.4	66.4	125.5
50	54	Male	Current	old_4	Melanocytic lineage	3	2	13	10	3	Inf	169.8	Inf	180.6
50	54	Male	Current	old_4	Myeloid lineage	0	0	3	0	3	Inf	169.6	Inf	180.3
50	54	Male	Current	old_4	Neuroendocrine cells	58	41	33	29	7	11.1	49.4	12.5	56.3
50	54	Male	Current	old_4	Ovary	0	0	NA	NA	NA	NA	NA	NA	NA
50	54	Male	Current	old_4	Pancreas, gallbladder	48	40	25	18	9	20.8	49.2	24	57.3
50	54	Male	Current	old_4	Plasma cell neoplasm	31	28	11	10	1	Inf	416.9	Inf	443.3
50	54	Male	Current	old_4	Prostate	21	16	29	20	10	111.7	30.5	122.3	34.7
50	54	Male	Current	old_4	Stomach, esophagus	45	34	28	24	5	16.2	72.9	18	81.1
50	54	Male	Current	old_4	Thyroid gland	0	0	3	0	3	Inf	169.9	Inf	180.6
50	54	Male	Current	old_4	Uterus	0	0	NA	NA	NA	NA	NA	NA	NA
50	54	Male	Former	old_3	Anus	8	7	14	12	2	40.3	236.3	42	246
50	54	Male	Former	old_3	Bladder, urothelial	8	5	33	30	5	15.6	98.8	16.2	102.4
50	54	Male	Former	old_3	Bone and soft tissue	8	6	29	26	4	13.5	99.1	13.6	109.9
50	54	Male	Former	old_3	Breast	53	53	4	1	3	1140.6	140.9	1214	147.2
50	54	Male	Former	old_3	Cervix	0	0	NA	NA	NA	NA	NA	NA	NA
50	54	Male	Former	old_3	Colon, rectum	112	76	34	32	3	10.8	171.6	11.1	183.3
50	54	Male	Former	old_3	Head and neck	61	37	43	39	7	14.4	64.8	14.5	70.7
50	54	Male	Former	old_3	Kidney	8	6	30	24	8	17.8	50.3	18.4	53.9
50	54	Male	Former	old_3	Liver, bile duct	32	17	50	46	7	12.2	57.7	16	62
50	54	Male	Former	old_3	Lung	120	98	22	18	5	15.7	104.2	18.2	109.1
50	54	Male	Former	old_3	Lymphoid lineage	74	58	24	21	3	57.9	160.4	56.8	166.7
50	54	Male	Former	old_3	Melanocytic lineage	3	2	19	17	2	Inf	230.8	Inf	240.2
50	54	Male	Former	old_3	Myeloid lineage	0	0	2	0	2	Inf	230.6	Inf	240
50	54	Male	Former	old_3	Neuroendocrine cells	46	40	15	13	3	25.3	118.8	28.1	133.2
50	54	Male	Former	old_3	Ovary	0	0	NA	NA	NA	NA	NA	NA	NA
50	54	Male	Former	old_3	Pancreas, gallbladder	46	39	21	16	6	25.1	79.7	29.2	92.3
50	54	Male	Former	old_3	Plasma cell neoplasm	32	28	13	12	1	Inf	568.5	Inf	591.6
50	54	Male	Former	old_3	Prostate	22	15	33	29	5	69.5	75.8	73.4	84.6
50	54	Male	Former	old_3	Stomach, esophagus	43	34	24	21	4	19.1	109.2	21	119.9
50	54	Male	Former	old_3	Thyroid gland	0	0	2	0	2	Inf	230.9	Inf	240.4
50	54	Male	Former	old_3	Uterus	0	0	NA	NA	NA	NA	NA	NA	NA
50	54	Male	Former	old_4	Anus	8	7	13	11	2	42.9	274.6	44.7	286.1
50	54	Male	Former	old_4	Bladder, urothelial	7	5	28	25	4	17.6	124.9	18.2	129.6
50	54	Male	Former	old_4	Bone and soft tissue	7	6	24	21	3	15.6	109.7	15.7	121.9
50	54	Male	Former	old_4	Breast	53	52	3	0	3	1399.8	159.1	1491	166.4
50	54	Male	Former	old_4	Cervix	0	0	NA	NA	NA	NA	NA	NA	NA
50	54	Male	Former	old_4	Colon, rectum	109	75	33	31	2	11	205.7	11.4	220.4
50	54	Male	Former	old_4	Head and neck	57	36	39	36	6	15.4	74.2	15.6	81.2
50	54	Male	Former	old_4	Kidney	7	6	23	18	6	22.2	58.4	23	62.7
50	54	Male	Former	old_4	Liver, bile duct	28	17	44	41	6	12.8	68.5	16.7	73.6
50	54	Male	Former	old_4	Lung	118	97	21	17	4	16.7	120.9	19.3	126.9
50	54	Male	Former	old_4	Lymphoid lineage	71	58	20	18	3	67.2	183.8	65.7	191.5
50	54	Male	Former	old_4	Melanocytic lineage	3	2	12	10	2	Inf	267.7	Inf	278.9
50	54	Male	Former	old_4	Myeloid lineage	0	0	2	0	2	Inf	267.4	Inf	278.6
50	54	Male	Former	old_4	Neuroendocrine cells	45	40	14	12	3	27.2	132.8	30.1	149
50	54	Male	Former	old_4	Ovary	0	0	NA	NA	NA	NA	NA	NA	NA
50	54	Male	Former	old_4	Pancreas, gallbladder	44	38	17	13	5	29.9	91.7	34.6	106.1
50	54	Male	Former	old_4	Plasma cell neoplasm	31	28	11	10	1	Inf	660.8	Inf	688.5
50	54	Male	Former	old_4	Prostate	19	15	25	22	4	105.9	83.5	115.9	93.4
50	54	Male	Former	old_4	Stomach, esophagus	40	34	20	17	3	22.6	128	25.1	140.1
50	54	Male	Former	old_4	Thyroid gland	0	0	2	0	2	Inf	267.8	Inf	279
50	54	Male	Former	old_4	Uterus	0	0	NA	NA	NA	NA	NA	NA	NA
50	54	Male	Never	old_3	Anus	8	7	14	12	2	40.1	308.9	41.8	315.9
50	54	Male	Never	old_3	Bladder, urothelial	6	5	20	16	4	30.7	130.4	31.8	134.1
50	54	Male	Never	old_3	Bone and soft tissue	8	6	28	26	2	13.3	254.7	13.4	268.3
50	54	Male	Never	old_3	Breast	53	52	3	1	3	1129.9	202.7	1202.7	207.9
50	54	Male	Never	old_3	Cervix	0	0	NA	NA	NA	NA	NA	NA	NA
50	54	Male	Never	old_3	Colon, rectum	105	75	30	29	2	12.2	247.8	12.6	260.1
50	54	Male	Never	old_3	Head and neck	49	36	29	26	4	21.7	116	21.8	122.6
50	54	Male	Never	old_3	Kidney	8	6	24	19	6	22.5	70.1	23.3	73.1
50	54	Male	Never	old_3	Liver, bile duct	28	17	42	39	6	14.5	69	19.1	73.4
50	54	Male	Never	old_3	Lung	100	96	6	3	3	88.6	168.7	102.4	174.4
50	54	Male	Never	old_3	Lymphoid lineage	73	58	23	21	3	57.6	204.8	56.4	209.1
50	54	Male	Never	old_3	Melanocytic lineage	3	2	18	17	2	Inf	299.5	Inf	306.5
50	54	Male	Never	old_3	Myeloid lineage	0	0	2	0	2	Inf	299.3	Inf	306.3
50	54	Male	Never	old_3	Neuroendocrine cells	41	39	5	4	2	80.9	287.5	85.2	311.1
50	54	Male	Never	old_3	Ovary	0	0	NA	NA	NA	NA	NA	NA	NA
50	54	Male	Never	old_3	Pancreas, gallbladder	45	38	19	15	4	26.3	124.7	30.6	143
50	54	Male	Never	old_3	Plasma cell neoplasm	32	28	12	12	1	Inf	739.7	Inf	756.8
50	54	Male	Never	old_3	Prostate	21	15	31	30	2	68.2	215.5	72.1	228.1
50	54	Male	Never	old_3	Stomach, esophagus	39	34	16	13	3	29	139.6	31.6	152
50	54	Male	Never	old_3	Thyroid gland	0	0	2	0	2	Inf	299.7	Inf	306.6
50	54	Male	Never	old_3	Uterus	0	0	NA	NA	NA	NA	NA	NA	NA
50	54	Male	Never	old_4	Anus	8	7	12	11	1	42.7	361.5	44.5	369.9
50	54	Male	Never	old_4	Bladder, urothelial	6	5	16	13	3	35.7	165.2	36.9	170.1
50	54	Male	Never	old_4	Bone and soft tissue	7	5	23	22	2	15.4	290.6	15.5	306.7
50	54	Male	Never	old_4	Breast	52	52	3	0	2	1388.4	230.4	1478.9	236.6
50	54	Male	Never	old_4	Cervix	0	0	NA	NA	NA	NA	NA	NA	NA
50	54	Male	Never	old_4	Colon, rectum	103	75	29	27	2	12.5	305	12.9	320.5
50	54	Male	Never	old_4	Head and neck	46	36	26	23	4	23.8	138	24	146.1
50	54	Male	Never	old_4	Kidney	7	6	18	14	5	28.7	84.1	29.7	87.6
50	54	Male	Never	old_4	Liver, bile duct	25	17	37	33	5	15.5	83.5	20.4	88.5
50	54	Male	Never	old_4	Lung	99	96	6	3	3	95.4	199.5	110.2	206.6
50	54	Male	Never	old_4	Lymphoid lineage	70	58	20	18	2	66.9	237.7	65.4	242.9
50	54	Male	Never	old_4	Melanocytic lineage	3	2	12	10	2	Inf	349.6	Inf	357.9
50	54	Male	Never	old_4	Myeloid lineage	0	0	2	0	1	Inf	349.4	Inf	357.7
50	54	Male	Never	old_4	Neuroendocrine cells	40	39	5	3	1	89.7	335.2	94.9	362.3
50	54	Male	Never	old_4	Ovary	0	0	NA	NA	NA	NA	NA	NA	NA
50	54	Male	Never	old_4	Pancreas, gallbladder	43	38	15	12	3	31.5	146	36.4	167.4
50	54	Male	Never	old_4	Plasma cell neoplasm	31	28	11	10	1	Inf	865.1	Inf	885.6
50	54	Male	Never	old_4	Prostate	19	15	23	22	2	103.9	245	113.7	259.9
50	54	Male	Never	old_4	Stomach, esophagus	37	33	13	10	3	36.4	166.2	40.1	180.1
50	54	Male	Never	old_4	Thyroid gland	0	0	2	0	2	Inf	349.8	Inf	358
50	54	Male	Never	old_4	Uterus	0	0	NA	NA	NA	NA	NA	NA	NA
55	59	Female	Any	old_3	Anus	11	9	44	18	31	39.1	11.6	40.2	12.1
55	59	Female	Any	old_3	Bladder, urothelial	6	5	24	20	5	22.6	99.1	23.1	102.7
55	59	Female	Any	old_3	Bone and soft tissue	8	6	43	27	21	12	22	12.4	22.4
55	59	Female	Any	old_3	Breast	106	48	57	55	5	13.6	103.4	13.6	107.8
55	59	Female	Any	old_3	Cervix	5	2	55	53	3	6.7	172.6	7	179.8
55	59	Female	Any	old_3	Colon, rectum	102	70	35	31	5	11.2	92.6	11.6	96.3
55	59	Female	Any	old_3	Head and neck	47	36	34	23	14	24.5	27	24	28.7
55	59	Female	Any	old_3	Kidney	7	6	25	16	10	26.9	36	27.6	38
55	59	Female	Any	old_3	Liver, bile duct	22	16	34	27	10	17.9	43.3	22.3	45.4
55	59	Female	Any	old_3	Lung	120	89	29	25	5	11	85.5	12.2	89.4
55	59	Female	Any	old_3	Lymphoid lineage	68	54	24	21	4	73.5	116.2	67.7	121.5
55	59	Female	Any	old_3	Melanocytic lineage	2	2	15	12	3	Inf	152.2	Inf	158.5
55	59	Female	Any	old_3	Myeloid lineage	0	0	3	0	3	Inf	152	Inf	158.3
55	59	Female	Any	old_3	Neuroendocrine cells	47	37	25	21	4	12.9	81.3	14	88.1
55	59	Female	Any	old_3	Ovary	25	12	55	52	6	5.8	109.7	5.8	113.1
55	59	Female	Any	old_3	Pancreas, gallbladder	45	35	28	21	8	24.5	54.4	25.8	58
55	59	Female	Any	old_3	Plasma cell neoplasm	30	26	16	15	1	Inf	382.4	Inf	398.3
55	59	Female	Any	old_3	Prostate	0	0	NA	NA	NA	NA	NA	NA	NA
55	59	Female	Any	old_3	Stomach, esophagus	36	31	18	13	6	27.6	80	31.1	84.2
55	59	Female	Any	old_3	Thyroid gland	0	0	3	0	3	Inf	152.2	Inf	158.6
55	59	Female	Any	old_3	Uterus	67	53	30	20	12	38.9	29.4	39	29.4
55	59	Female	Any	old_4	Anus	10	9	40	18	27	39.1	12.9	40.1	13.5
55	59	Female	Any	old_4	Bladder, urothelial	6	5	20	17	4	25.7	121	26.2	125.5
55	59	Female	Any	old_4	Bone and soft tissue	8	6	36	23	17	13.4	24.7	13.8	25.3
55	59	Female	Any	old_4	Breast	91	47	50	48	4	14.5	117.6	14.5	122.7
55	59	Female	Any	old_4	Cervix	5	2	50	48	2	7.1	200	7.5	208.3
55	59	Female	Any	old_4	Colon, rectum	99	69	33	30	4	11.5	108.7	11.9	113.2
55	59	Female	Any	old_4	Head and neck	44	35	30	21	12	26.6	30.6	26.1	32.5
55	59	Female	Any	old_4	Kidney	6	6	19	12	9	34.4	41.3	35.3	43.8
55	59	Female	Any	old_4	Liver, bile duct	20	15	29	23	8	19.9	50.9	24.7	53.4
55	59	Female	Any	old_4	Lung	116	88	27	24	4	11.6	98.2	12.9	102.8
55	59	Female	Any	old_4	Lymphoid lineage	65	53	21	18	4	84.6	133.6	77.6	139.8
55	59	Female	Any	old_4	Melanocytic lineage	2	2	10	8	3	Inf	176.6	Inf	183.9
55	59	Female	Any	old_4	Myeloid lineage	0	0	3	0	3	Inf	176.3	Inf	183.7
55	59	Female	Any	old_4	Neuroendocrine cells	46	37	23	20	4	13.7	90.3	14.9	98
55	59	Female	Any	old_4	Ovary	23	12	50	48	4	6.2	129.4	6.2	133.5
55	59	Female	Any	old_4	Pancreas, gallbladder	42	35	23	17	6	29	62.3	30.4	66.5
55	59	Female	Any	old_4	Plasma cell neoplasm	30	26	14	13	1	Inf	445.2	Inf	463.8
55	59	Female	Any	old_4	Prostate	0	0	NA	NA	NA	NA	NA	NA	NA
55	59	Female	Any	old_4	Stomach, esophagus	34	31	14	10	5	35.2	93.1	39.8	97.9
55	59	Female	Any	old_4	Thyroid gland	0	0	3	0	3	Inf	176.6	Inf	184
55	59	Female	Any	old_4	Uterus	62	52	24	16	10	44.9	34.2	45	34.3
55	59	Female	Current	old_3	Anus	13	11	51	16	41	44.3	8.8	45.6	9.2
55	59	Female	Current	old_3	Bladder, urothelial	8	5	39	35	6	12.5	68	12.8	71.1
55	59	Female	Current	old_3	Bone and soft tissue	9	7	46	25	27	12.8	14.6	13.2	15.4
55	59	Female	Current	old_3	Breast	107	49	57	54	7	13.8	56.8	13.8	60
55	59	Female	Current	old_3	Cervix	6	2	65	63	4	5.7	109.3	5.9	115.4
55	59	Female	Current	old_3	Colon, rectum	115	72	42	38	7	9.4	53	9.7	56.2
55	59	Female	Current	old_3	Head and neck	73	40	58	45	24	12.8	14.3	12.5	15.4
55	59	Female	Current	old_3	Kidney	8	6	33	19	18	22.9	18.2	23.6	19.7
55	59	Female	Current	old_3	Liver, bile duct	27	17	47	38	15	13.1	26.6	16.2	28.3
55	59	Female	Current	old_3	Lung	222	94	62	58	10	4.9	38.5	5.4	40.7
55	59	Female	Current	old_3	Lymphoid lineage	69	55	26	21	6	74.7	70.2	68.9	74.6
55	59	Female	Current	old_3	Melanocytic lineage	2	2	16	12	4	Inf	97	Inf	102.3
55	59	Female	Current	old_3	Myeloid lineage	0	0	5	0	4	Inf	96.8	Inf	102.1
55	59	Female	Current	old_3	Neuroendocrine cells	79	40	55	49	11	5.5	27.2	6	29.9
55	59	Female	Current	old_3	Ovary	26	12	55	52	7	5.8	78.6	5.8	82
55	59	Female	Current	old_3	Pancreas, gallbladder	52	37	37	27	13	18.9	28.1	19.8	30.5
55	59	Female	Current	old_3	Plasma cell neoplasm	31	26	16	15	2	Inf	241.7	Inf	254.9
55	59	Female	Current	old_3	Prostate	0	0	NA	NA	NA	NA	NA	NA	NA
55	59	Female	Current	old_3	Stomach, esophagus	40	32	28	20	9	18.3	44.7	20.8	47.7
55	59	Female	Current	old_3	Thyroid gland	0	0	5	0	5	Inf	97	Inf	102.3
55	59	Female	Current	old_3	Uterus	67	54	30	20	12	39	28.5	39.2	28.6
