Sex	Exposure	Lower	Upper	SEER_Draw	NET	Stage	Rate
Male	Current	55	59	Lung	NET	I	3.0768574825640385
Male	Former	55	59	Lung	NET	I	0.8768914870677059
Male	Never	55	59	Lung	NET	I	0.12895463045113323
Male	Any	55	59	Lung	NET	II	0.2670378913210441
Male	Current	55	59	Lung	NET	II	0.8980301743368727
Male	Former	55	59	Lung	NET	II	0.2559348359384214
Male	Never	55	59	Lung	NET	II	0.037637475873297264
Male	Any	55	59	Lung	NET	III	4.001190699466135
Male	Current	55	59	Lung	NET	III	13.455730808916416
Male	Former	55	59	Lung	NET	III	3.8348268860281487
Male	Never	55	59	Lung	NET	III	0.5639451302982572
Male	Any	55	59	Lung	NET	IV	10.782202070880846
Male	Current	55	59	Lung	NET	IV	36.259808514618314
Male	Former	55	59	Lung	NET	IV	10.333893457644784
Male	Never	55	59	Lung	NET	IV	1.5196902143595272
Male	Any	55	59	Lymphoma	NotExpected	I	10.44662876032716
Male	Current	55	59	Lymphoma	NotExpected	I	10.44662876032716
Male	Former	55	59	Lymphoma	NotExpected	I	10.44662876032716
Male	Never	55	59	Lymphoma	NotExpected	I	10.44662876032716
Male	Any	55	59	Lymphoma	NotExpected	II	6.3904124499303165
Male	Current	55	59	Lymphoma	NotExpected	II	6.3904124499303165
Male	Former	55	59	Lymphoma	NotExpected	II	6.3904124499303165
Male	Never	55	59	Lymphoma	NotExpected	II	6.3904124499303165
Male	Any	55	59	Lymphoma	NotExpected	III	7.676422398503474
Male	Current	55	59	Lymphoma	NotExpected	III	7.676422398503474
Male	Former	55	59	Lymphoma	NotExpected	III	7.676422398503474
Male	Never	55	59	Lymphoma	NotExpected	III	7.676422398503474
Male	Any	55	59	Lymphoma	NotExpected	IV	14.511653358042999
Male	Current	55	59	Lymphoma	NotExpected	IV	14.511653358042999
Male	Former	55	59	Lymphoma	NotExpected	IV	14.511653358042999
Male	Never	55	59	Lymphoma	NotExpected	IV	14.511653358042999
Male	Any	55	59	Melanoma	NotExpected	I	37.10844967473964
Male	Current	55	59	Melanoma	NotExpected	I	37.10844967473964
Male	Former	55	59	Melanoma	NotExpected	I	37.10844967473964
Male	Never	55	59	Melanoma	NotExpected	I	37.10844967473964
Male	Any	55	59	Melanoma	NotExpected	II	5.987794042097959
Male	Current	55	59	Melanoma	NotExpected	II	5.987794042097959
Male	Former	55	59	Melanoma	NotExpected	II	5.987794042097959
Male	Never	55	59	Melanoma	NotExpected	II	5.987794042097959
Male	Any	55	59	Melanoma	NotExpected	III	4.48423162062859
Male	Current	55	59	Melanoma	NotExpected	III	4.48423162062859
Male	Former	55	59	Melanoma	NotExpected	III	4.48423162062859
Male	Never	55	59	Melanoma	NotExpected	III	4.48423162062859
Male	Any	55	59	Melanoma	NotExpected	IV	2.4427377756423194
Male	Current	55	59	Melanoma	NotExpected	IV	2.4427377756423194
Male	Former	55	59	Melanoma	NotExpected	IV	2.4427377756423194
Male	Never	55	59	Melanoma	NotExpected	IV	2.4427377756423194
Male	Any	55	59	Ovary	NotExpected	I	0
Male	Current	55	59	Ovary	NotExpected	I	0
Male	Former	55	59	Ovary	NotExpected	I	0
Male	Never	55	59	Ovary	NotExpected	I	0
Male	Any	55	59	Ovary	NotExpected	II	0
Male	Current	55	59	Ovary	NotExpected	II	0
Male	Former	55	59	Ovary	NotExpected	II	0
Male	Never	55	59	Ovary	NotExpected	II	0
Male	Any	55	59	Ovary	NotExpected	III	0
Male	Current	55	59	Ovary	NotExpected	III	0
Male	Former	55	59	Ovary	NotExpected	III	0
Male	Never	55	59	Ovary	NotExpected	III	0
Male	Any	55	59	Ovary	NotExpected	IV	0.08763423224147054
Male	Current	55	59	Ovary	NotExpected	IV	0.08763423224147054
Male	Former	55	59	Ovary	NotExpected	IV	0.08763423224147054
Male	Never	55	59	Ovary	NotExpected	IV	0.08763423224147054
Male	Any	55	59	Pancreas	No	I	0.959077217413702
Male	Current	55	59	Pancreas	No	I	1.4327366653214753
Male	Former	55	59	Pancreas	No	I	0.8892848267512606
Male	Never	55	59	Pancreas	No	I	0.8234118766215376
Male	Any	55	59	Pancreas	No	II	5.261223592669451
Male	Current	55	59	Pancreas	No	II	7.859583992620664
Male	Former	55	59	Pancreas	No	II	4.878362478178343
Male	Never	55	59	Pancreas	No	II	4.517002294609577
Male	Any	55	59	Pancreas	No	III	2.246980909369245
Male	Current	55	59	Pancreas	No	III	3.3566973301817424
Male	Former	55	59	Pancreas	No	III	2.083467308388668
Male	Never	55	59	Pancreas	No	III	1.9291363966561739
Male	Any	55	59	Pancreas	No	IV	12.883603953924064
Male	Current	55	59	Pancreas	No	IV	19.246429204151816
Male	Former	55	59	Pancreas	No	IV	11.946059506025268
Male	Never	55	59	Pancreas	No	IV	11.061166209282655
Male	Any	55	59	Pancreas	NET	I	0.26608092081440693
Male	Current	55	59	Pancreas	NET	I	0.3974903003340328
Male	Former	55	59	Pancreas	NET	I	0.24671811744871006
Male	Never	55	59	Pancreas	NET	I	0.22844270134139819
Male	Any	55	59	Pancreas	NET	II	0.24918689409603192
Male	Current	55	59	Pancreas	NET	II	0.37225282094774503
Male	Former	55	59	Pancreas	NET	II	0.2310534750710142
Male	Never	55	59	Pancreas	NET	II	0.21393840284353166
Male	Any	55	59	Pancreas	NET	III	0.03378805343675009
Male	Current	55	59	Pancreas	NET	III	0.0504749587725756
Male	Former	55	59	Pancreas	NET	III	0.031329284755391755
Male	Never	55	59	Pancreas	NET	III	0.029008596995733108
Male	Any	55	59	Pancreas	NET	IV	0.6419730152982517
Male	Current	55	59	Pancreas	NET	IV	0.9590242166789363
Male	Former	55	59	Pancreas	NET	IV	0.5952564103524434
Male	Never	55	59	Pancreas	NET	IV	0.551163342918929
Male	Any	55	59	Prostate	NotExpected	I	0.47882387634348517
Male	Current	55	59	Prostate	NotExpected	I	0.47882387634348517
Male	Former	55	59	Prostate	NotExpected	I	0.47882387634348517
Male	Never	55	59	Prostate	NotExpected	I	0.47882387634348517
Male	Any	55	59	Prostate	NotExpected	II	239.2859318884943
Male	Current	55	59	Prostate	NotExpected	II	239.2859318884943
Male	Former	55	59	Prostate	NotExpected	II	239.2859318884943
Male	Never	55	59	Prostate	NotExpected	II	239.2859318884943
Male	Any	55	59	Prostate	NotExpected	III	27.35176388376119
Male	Current	55	59	Prostate	NotExpected	III	27.35176388376119
Male	Former	55	59	Prostate	NotExpected	III	27.35176388376119
Male	Never	55	59	Prostate	NotExpected	III	27.35176388376119
Male	Any	55	59	Prostate	NotExpected	IV	18.60692782633017
Male	Current	55	59	Prostate	NotExpected	IV	18.60692782633017
Male	Former	55	59	Prostate	NotExpected	IV	18.60692782633017
Male	Never	55	59	Prostate	NotExpected	IV	18.60692782633017
Male	Any	55	59	Sarcoma	NotExpected	I	3.5115292469813917
Male	Current	55	59	Sarcoma	NotExpected	I	3.5115292469813917
Male	Former	55	59	Sarcoma	NotExpected	I	3.5115292469813917
Male	Never	55	59	Sarcoma	NotExpected	I	3.5115292469813917
Male	Any	55	59	Sarcoma	NotExpected	II	1.603259455748742
Male	Current	55	59	Sarcoma	NotExpected	II	1.603259455748742
Male	Former	55	59	Sarcoma	NotExpected	II	1.603259455748742
Male	Never	55	59	Sarcoma	NotExpected	II	1.603259455748742
Male	Any	55	59	Sarcoma	NotExpected	III	2.4244411282054155
Male	Current	55	59	Sarcoma	NotExpected	III	2.4244411282054155
Male	Former	55	59	Sarcoma	NotExpected	III	2.4244411282054155
Male	Never	55	59	Sarcoma	NotExpected	III	2.4244411282054155
Male	Any	55	59	Sarcoma	NotExpected	IV	2.0646853478910634
Male	Current	55	59	Sarcoma	NotExpected	IV	2.0646853478910634
Male	Former	55	59	Sarcoma	NotExpected	IV	2.0646853478910634
Male	Never	55	59	Sarcoma	NotExpected	IV	2.0646853478910634
Male	Any	55	59	Stomach	No	I	3.3893685656030828
Male	Current	55	59	Stomach	No	I	4.929495463030598
Male	Former	55	59	Stomach	No	I	3.5405216032816456
Male	Never	55	59	Stomach	No	I	2.723478156370496
Male	Any	55	59	Stomach	No	II	2.103071404342461
Male	Current	55	59	Stomach	No	II	3.0587056985615546
Male	Former	55	59	Stomach	No	II	2.1968604464806747
Male	Never	55	59	Stomach	No	II	1.6898926511389805
Male	Any	55	59	Stomach	No	III	1.922109446294389
Male	Current	55	59	Stomach	No	III	2.7955147431039324
Male	Former	55	59	Stomach	No	III	2.0078282685276867
Male	Never	55	59	Stomach	No	III	1.5444832834828357
Male	Any	55	59	Stomach	No	IV	7.634638284136237
Male	Current	55	59	Stomach	No	IV	11.103813012685086
Male	Former	55	59	Stomach	No	IV	7.9751143185031
Male	Never	55	59	Stomach	No	IV	6.134703321925461
Male	Any	55	59	Stomach	NET	I	0.07477125307723954
Male	Current	55	59	Stomach	NET	I	0.10874726241044883
Male	Former	55	59	Stomach	NET	I	0.07810576858209033
Male	Never	55	59	Stomach	NET	I	0.060081360447761786
Male	Any	55	59	Stomach	NET	II	0.017593236018174013
Male	Current	55	59	Stomach	NET	II	0.025587591155399728
Male	Former	55	59	Stomach	NET	II	0.018377827901668316
Male	Never	55	59	Stomach	NET	II	0.01413679069359101
Male	Any	55	59	Stomach	NET	III	0.008796618009087006
Male	Current	55	59	Stomach	NET	III	0.012793795577699864
Male	Former	55	59	Stomach	NET	III	0.009188913950834158
Male	Never	55	59	Stomach	NET	III	0.007068395346795505
Male	Any	55	59	Stomach	NET	IV	0.10995772511358756
Male	Current	55	59	Stomach	NET	IV	0.15992244472124828
Male	Former	55	59	Stomach	NET	IV	0.11486142438542694
Male	Never	55	59	Stomach	NET	IV	0.0883549418349438
Male	Any	55	59	Thyroid	NotExpected	I	5.71203344043722
Male	Current	55	59	Thyroid	NotExpected	I	5.71203344043722
Male	Former	55	59	Thyroid	NotExpected	I	5.71203344043722
Male	Never	55	59	Thyroid	NotExpected	I	5.71203344043722
Male	Any	55	59	Thyroid	NotExpected	II	1.7906600687429417
Male	Current	55	59	Thyroid	NotExpected	II	1.7906600687429417
Male	Former	55	59	Thyroid	NotExpected	II	1.7906600687429417
Male	Never	55	59	Thyroid	NotExpected	II	1.7906600687429417
Male	Any	55	59	Thyroid	NotExpected	III	3.4435770552748877
Male	Current	55	59	Thyroid	NotExpected	III	3.4435770552748877
Male	Former	55	59	Thyroid	NotExpected	III	3.4435770552748877
Male	Never	55	59	Thyroid	NotExpected	III	3.4435770552748877
Male	Any	55	59	Thyroid	NotExpected	IV	2.6171185620089146
Male	Current	55	59	Thyroid	NotExpected	IV	2.6171185620089146
Male	Former	55	59	Thyroid	NotExpected	IV	2.6171185620089146
Male	Never	55	59	Thyroid	NotExpected	IV	2.6171185620089146
Male	Any	55	59	Urothelial Tract	No	I	0.8149848568823106
Male	Current	55	59	Urothelial Tract	No	I	0.8149848568823106
Male	Former	55	59	Urothelial Tract	No	I	0.8149848568823106
Male	Never	55	59	Urothelial Tract	No	I	0.8149848568823106
Male	Any	55	59	Urothelial Tract	No	II	0.3925581509590188
Male	Current	55	59	Urothelial Tract	No	II	0.3925581509590188
Male	Former	55	59	Urothelial Tract	No	II	0.3925581509590188
Male	Never	55	59	Urothelial Tract	No	II	0.3925581509590188
Male	Any	55	59	Urothelial Tract	No	III	0.5461678622038523
Male	Current	55	59	Urothelial Tract	No	III	0.5461678622038523
Male	Former	55	59	Urothelial Tract	No	III	0.5461678622038523
Male	Never	55	59	Urothelial Tract	No	III	0.5461678622038523
Male	Any	55	59	Urothelial Tract	No	IV	0.7637816198006995
Male	Current	55	59	Urothelial Tract	No	IV	0.7637816198006995
Male	Former	55	59	Urothelial Tract	No	IV	0.7637816198006995
Male	Never	55	59	Urothelial Tract	No	IV	0.7637816198006995
Male	Any	55	59	Urothelial Tract	NET	I	0
Male	Current	55	59	Urothelial Tract	NET	I	0
Male	Former	55	59	Urothelial Tract	NET	I	0
Male	Never	55	59	Urothelial Tract	NET	I	0
Male	Any	55	59	Urothelial Tract	NET	II	0
Male	Current	55	59	Urothelial Tract	NET	II	0
Male	Former	55	59	Urothelial Tract	NET	II	0
Male	Never	55	59	Urothelial Tract	NET	II	0
Male	Any	55	59	Urothelial Tract	NET	III	0
Male	Current	55	59	Urothelial Tract	NET	III	0
Male	Former	55	59	Urothelial Tract	NET	III	0
Male	Never	55	59	Urothelial Tract	NET	III	0
Male	Any	55	59	Urothelial Tract	NET	IV	0.01195012257838235
Male	Current	55	59	Urothelial Tract	NET	IV	0.01195012257838235
Male	Former	55	59	Urothelial Tract	NET	IV	0.01195012257838235
Male	Never	55	59	Urothelial Tract	NET	IV	0.01195012257838235
Male	Any	55	59	Uterus	No	I	0
Male	Current	55	59	Uterus	No	I	0
Male	Former	55	59	Uterus	No	I	0
Male	Never	55	59	Uterus	No	I	0
Male	Any	55	59	Uterus	No	II	0
Male	Current	55	59	Uterus	No	II	0
Male	Former	55	59	Uterus	No	II	0
Male	Never	55	59	Uterus	No	II	0
Male	Any	55	59	Uterus	No	III	0
Male	Current	55	59	Uterus	No	III	0
Male	Former	55	59	Uterus	No	III	0
Male	Never	55	59	Uterus	No	III	0
Male	Any	55	59	Uterus	No	IV	0
Male	Current	55	59	Uterus	No	IV	0
Male	Former	55	59	Uterus	No	IV	0
Male	Never	55	59	Uterus	No	IV	0
Male	Any	55	59	Uterus	NET	I	0
Male	Current	55	59	Uterus	NET	I	0
Male	Former	55	59	Uterus	NET	I	0
Male	Never	55	59	Uterus	NET	I	0
Male	Any	55	59	Uterus	NET	II	0
Male	Current	55	59	Uterus	NET	II	0
Male	Former	55	59	Uterus	NET	II	0
Male	Never	55	59	Uterus	NET	II	0
Male	Any	55	59	Uterus	NET	III	0
Male	Current	55	59	Uterus	NET	III	0
Male	Former	55	59	Uterus	NET	III	0
Male	Never	55	59	Uterus	NET	III	0
Male	Any	55	59	Uterus	NET	IV	0
Male	Current	55	59	Uterus	NET	IV	0
Male	Former	55	59	Uterus	NET	IV	0
Male	Never	55	59	Uterus	NET	IV	0
Male	Any	60	64	Anus	NotExpected	I	0.9171282824778404
Male	Current	60	64	Anus	NotExpected	I	0.9171282824778404
Male	Former	60	64	Anus	NotExpected	I	0.9171282824778404
Male	Never	60	64	Anus	NotExpected	I	0.9171282824778404
Male	Any	60	64	Anus	NotExpected	II	1.3147643210346662
Male	Current	60	64	Anus	NotExpected	II	1.3147643210346662
Male	Former	60	64	Anus	NotExpected	II	1.3147643210346662
Male	Never	60	64	Anus	NotExpected	II	1.3147643210346662
Male	Any	60	64	Anus	NotExpected	III	0.9684361584206566
Male	Current	60	64	Anus	NotExpected	III	0.9684361584206566
Male	Former	60	64	Anus	NotExpected	III	0.9684361584206566
Male	Never	60	64	Anus	NotExpected	III	0.9684361584206566
Male	Any	60	64	Anus	NotExpected	IV	0.41687649203538196
Male	Current	60	64	Anus	NotExpected	IV	0.41687649203538196
Male	Former	60	64	Anus	NotExpected	IV	0.41687649203538196
Male	Never	60	64	Anus	NotExpected	IV	0.41687649203538196
Male	Any	60	64	Bladder	No	I	16.736024166277563
Male	Current	60	64	Bladder	No	I	33.22093215819014
Male	Former	60	64	Bladder	No	I	20.188104926900166
Male	Never	60	64	Bladder	No	I	8.518187732869269
Male	Any	60	64	Bladder	No	II	7.106064007369827
Male	Current	60	64	Bladder	No	II	14.105504865143645
Male	Former	60	64	Bladder	No	II	8.571806802664218
Male	Never	60	64	Bladder	No	II	3.616796119267602
Male	Any	60	64	Bladder	No	III	2.714378879955861
Male	Current	60	64	Bladder	No	III	5.388029780952114
Male	Former	60	64	Bladder	No	III	3.2742642515016707
Male	Never	60	64	Bladder	No	III	1.3815460976800296
Male	Any	60	64	Bladder	No	IV	5.703899478737658
Male	Current	60	64	Bladder	No	IV	11.322214627419845
Male	Former	60	64	Bladder	No	IV	6.88042273512437
Male	Never	60	64	Bladder	No	IV	2.9031319557486785
Male	Any	60	64	Bladder	NET	I	0.05208503120936071
Male	Current	60	64	Bladder	NET	I	0.10338855101260562
Male	Former	60	64	Bladder	NET	I	0.0628284271538142
Male	Never	60	64	Bladder	NET	I	0.026509884875027086
Male	Any	60	64	Bladder	NET	II	0.15625509362808215
Male	Current	60	64	Bladder	NET	II	0.3101656530378169
Male	Former	60	64	Bladder	NET	II	0.18848528146144264
Male	Never	60	64	Bladder	NET	II	0.07952965462508127
Male	Any	60	64	Bladder	NET	III	0.06250203745123287
Male	Current	60	64	Bladder	NET	III	0.12406626121512677
Male	Former	60	64	Bladder	NET	III	0.07539411258457707
Male	Never	60	64	Bladder	NET	III	0.03181186185003251
Male	Any	60	64	Bladder	NET	IV	0.2395911435630593
Male	Current	60	64	Bladder	NET	IV	0.4755873346579859
Male	Former	60	64	Bladder	NET	IV	0.2890107649075454
Male	Never	60	64	Bladder	NET	IV	0.12194547042512462
Male	Any	60	64	Breast	NotExpected	I	0.9085376090014688
Male	Current	60	64	Breast	NotExpected	I	0.9085376090014688
Male	Former	60	64	Breast	NotExpected	I	0.9085376090014688
Male	Never	60	64	Breast	NotExpected	I	0.9085376090014688
Male	Any	60	64	Breast	NotExpected	II	1.1957190371341169
Male	Current	60	64	Breast	NotExpected	II	1.1957190371341169
Male	Former	60	64	Breast	NotExpected	II	1.1957190371341169
Male	Never	60	64	Breast	NotExpected	II	1.1957190371341169
Male	Any	60	64	Breast	NotExpected	III	0.527369531661772
Male	Current	60	64	Breast	NotExpected	III	0.527369531661772
Male	Former	60	64	Breast	NotExpected	III	0.527369531661772
Male	Never	60	64	Breast	NotExpected	III	0.527369531661772
Male	Any	60	64	Breast	NotExpected	IV	0.2297451425061185
Male	Current	60	64	Breast	NotExpected	IV	0.2297451425061185
Male	Former	60	64	Breast	NotExpected	IV	0.2297451425061185
Male	Never	60	64	Breast	NotExpected	IV	0.2297451425061185
Male	Any	60	64	Cervix	No	I	0
Male	Current	60	64	Cervix	No	I	0
Male	Former	60	64	Cervix	No	I	0
Male	Never	60	64	Cervix	No	I	0
Male	Any	60	64	Cervix	No	II	0
Male	Current	60	64	Cervix	No	II	0
Male	Former	60	64	Cervix	No	II	0
Male	Never	60	64	Cervix	No	II	0
Male	Any	60	64	Cervix	No	III	0
Male	Current	60	64	Cervix	No	III	0
Male	Former	60	64	Cervix	No	III	0
Male	Never	60	64	Cervix	No	III	0
Male	Any	60	64	Cervix	No	IV	0
Male	Current	60	64	Cervix	No	IV	0
Male	Former	60	64	Cervix	No	IV	0
Male	Never	60	64	Cervix	No	IV	0
Male	Any	60	64	Cervix	NET	I	0
Male	Current	60	64	Cervix	NET	I	0
Male	Former	60	64	Cervix	NET	I	0
Male	Never	60	64	Cervix	NET	I	0
Male	Any	60	64	Cervix	NET	II	0
Male	Current	60	64	Cervix	NET	II	0
Male	Former	60	64	Cervix	NET	II	0
Male	Never	60	64	Cervix	NET	II	0
Male	Any	60	64	Cervix	NET	III	0
Male	Current	60	64	Cervix	NET	III	0
Male	Former	60	64	Cervix	NET	III	0
Male	Never	60	64	Cervix	NET	III	0
Male	Any	60	64	Cervix	NET	IV	0
Male	Current	60	64	Cervix	NET	IV	0
Male	Former	60	64	Cervix	NET	IV	0
Male	Never	60	64	Cervix	NET	IV	0
Male	Any	60	64	Colon/Rectum	No	I	28.63730780289578
Male	Current	60	64	Colon/Rectum	No	I	37.364844709559
Male	Former	60	64	Colon/Rectum	No	I	29.693916325477346
Male	Never	60	64	Colon/Rectum	No	I	24.744930271231127
Male	Any	60	64	Colon/Rectum	No	II	26.060381385391228
Male	Current	60	64	Colon/Rectum	No	II	34.002571409263595
Male	Former	60	64	Colon/Rectum	No	II	27.021911053719407
Male	Never	60	64	Colon/Rectum	No	II	22.51825921143284
Male	Any	60	64	Colon/Rectum	No	III	30.152195508583603
Male	Current	60	64	Colon/Rectum	No	III	39.34141123128078
Male	Former	60	64	Colon/Rectum	No	III	31.264697667242995
Male	Never	60	64	Colon/Rectum	No	III	26.0539147227025
Male	Any	60	64	Colon/Rectum	No	IV	26.72887275729617
Male	Current	60	64	Colon/Rectum	No	IV	34.87479293486324
Male	Former	60	64	Colon/Rectum	No	IV	27.71506723300389
Male	Never	60	64	Colon/Rectum	No	IV	23.095889360836576
Male	Any	60	64	Colon/Rectum	NET	I	0.2474525652662366
Male	Current	60	64	Colon/Rectum	NET	I	0.32286647675798613
Male	Former	60	64	Colon/Rectum	NET	I	0.2565826305361478
Male	Never	60	64	Colon/Rectum	NET	I	0.21381885878012322
Male	Any	60	64	Colon/Rectum	NET	II	0.03227642155646565
Male	Current	60	64	Colon/Rectum	NET	II	0.04211301870756341
Male	Former	60	64	Colon/Rectum	NET	II	0.03346729963514972
Male	Never	60	64	Colon/Rectum	NET	II	0.027889416362624774
Male	Any	60	64	Colon/Rectum	NET	III	0.19365852933879388
Male	Current	60	64	Colon/Rectum	NET	III	0.25267811224538045
Male	Former	60	64	Colon/Rectum	NET	III	0.20080379781089833
Male	Never	60	64	Colon/Rectum	NET	III	0.16733649817574864
Male	Any	60	64	Colon/Rectum	NET	IV	0.47876691975424035
Male	Current	60	64	Colon/Rectum	NET	IV	0.6246764441621905
Male	Former	60	64	Colon/Rectum	NET	IV	0.4964316112547208
Male	Never	60	64	Colon/Rectum	NET	IV	0.41369300937893405
Male	Any	60	64	Esophagus	No	I	3.5153412991632673
Male	Current	60	64	Esophagus	No	I	7.2262853916090535
Male	Former	60	64	Esophagus	No	I	4.233753088260363
Male	Never	60	64	Esophagus	No	I	1.700302445084483
Male	Any	60	64	Esophagus	No	II	4.544633231558272
Male	Current	60	64	Esophagus	No	II	9.342141754272184
Male	Former	60	64	Esophagus	No	II	5.473395992502997
Male	Never	60	64	Esophagus	No	II	2.1981510010052197
Male	Any	60	64	Esophagus	No	III	5.208329668840295
Male	Current	60	64	Esophagus	No	III	10.70646443620797
Male	Former	60	64	Esophagus	No	III	6.272728575566552
Male	Never	60	64	Esophagus	No	III	2.519168102637169
Male	Any	60	64	Esophagus	No	IV	9.539230149409441
Male	Current	60	64	Esophagus	No	IV	19.609248038670323
Male	Former	60	64	Esophagus	No	IV	11.488712380303319
Male	Never	60	64	Esophagus	No	IV	4.613940714981252
Male	Any	60	64	Esophagus	NET	I	0.015835285794747224
Male	Current	60	64	Esophagus	NET	I	0.03255168834894446
Male	Former	60	64	Esophagus	NET	I	0.01907145976208746
Male	Never	60	64	Esophagus	NET	I	0.007659220787986932
Male	Any	60	64	Esophagus	NET	II	0.03167057158949445
Male	Current	60	64	Esophagus	NET	II	0.06510337669788892
Male	Former	60	64	Esophagus	NET	II	0.03814291952417492
Male	Never	60	64	Esophagus	NET	II	0.015318441575973864
Male	Any	60	64	Esophagus	NET	III	0.0422274287859926
Male	Current	60	64	Esophagus	NET	III	0.0868045022638519
Male	Former	60	64	Esophagus	NET	III	0.050857226032233235
Male	Never	60	64	Esophagus	NET	III	0.020424588767965154
Male	Any	60	64	Esophagus	NET	IV	0.1900234295369667
Male	Current	60	64	Esophagus	NET	IV	0.39062026018733353
Male	Former	60	64	Esophagus	NET	IV	0.22885751714504954
Male	Never	60	64	Esophagus	NET	IV	0.09191064945584318
Male	Any	60	64	Gallbladder	No	I	1.461693116693924
Male	Current	60	64	Gallbladder	No	I	1.461693116693924
Male	Former	60	64	Gallbladder	No	I	1.461693116693924
Male	Never	60	64	Gallbladder	No	I	1.461693116693924
Male	Any	60	64	Gallbladder	No	II	1.9359065324152354
Male	Current	60	64	Gallbladder	No	II	1.9359065324152354
Male	Former	60	64	Gallbladder	No	II	1.9359065324152354
Male	Never	60	64	Gallbladder	No	II	1.9359065324152354
Male	Any	60	64	Gallbladder	No	III	0.7587414651540981
Male	Current	60	64	Gallbladder	No	III	0.7587414651540981
Male	Former	60	64	Gallbladder	No	III	0.7587414651540981
Male	Never	60	64	Gallbladder	No	III	0.7587414651540981
Male	Any	60	64	Gallbladder	No	IV	2.4547517990279646
Male	Current	60	64	Gallbladder	No	IV	2.4547517990279646
Male	Former	60	64	Gallbladder	No	IV	2.4547517990279646
Male	Never	60	64	Gallbladder	No	IV	2.4547517990279646
Male	Any	60	64	Gallbladder	NET	I	0.01063402720524448
Male	Current	60	64	Gallbladder	NET	I	0.01063402720524448
Male	Former	60	64	Gallbladder	NET	I	0.01063402720524448
Male	Never	60	64	Gallbladder	NET	I	0.01063402720524448
Male	Any	60	64	Gallbladder	NET	II	0.01063402720524448
Male	Current	60	64	Gallbladder	NET	II	0.01063402720524448
Male	Former	60	64	Gallbladder	NET	II	0.01063402720524448
Male	Never	60	64	Gallbladder	NET	II	0.01063402720524448
Male	Any	60	64	Gallbladder	NET	III	0.01063402720524448
Male	Current	60	64	Gallbladder	NET	III	0.01063402720524448
Male	Former	60	64	Gallbladder	NET	III	0.01063402720524448
Male	Never	60	64	Gallbladder	NET	III	0.01063402720524448
Male	Any	60	64	Gallbladder	NET	IV	0.03190208161573344
Male	Current	60	64	Gallbladder	NET	IV	0.03190208161573344
Male	Former	60	64	Gallbladder	NET	IV	0.03190208161573344
Male	Never	60	64	Gallbladder	NET	IV	0.03190208161573344
Male	Any	60	64	Head and Neck	No	I	15.038096679905568
Male	Current	60	64	Head and Neck	No	I	39.5673158706305
Male	Former	60	64	Head and Neck	No	I	13.142500677877269
Male	Never	60	64	Head and Neck	No	I	6.99069184993472
Male	Any	60	64	Head and Neck	No	II	9.198059134311174
Male	Current	60	64	Head and Neck	No	II	24.20136795970604
Male	Former	60	64	Head and Neck	No	II	8.038616919478331
Male	Never	60	64	Head and Neck	No	II	4.275860063552305
Male	Any	60	64	Head and Neck	No	III	12.449387729406514
Male	Current	60	64	Head and Neck	No	III	32.75606396011495
Male	Former	60	64	Head and Neck	No	III	10.8801060503562
Male	Never	60	64	Head and Neck	No	III	5.78729045231713
Male	Any	60	64	Head and Neck	No	IV	38.117475826437264
Male	Current	60	64	Head and Neck	No	IV	100.29236001861085
Male	Former	60	64	Head and Neck	No	IV	33.31265668462692
Male	Never	60	64	Head and Neck	No	IV	17.71949823650369
Male	Any	60	64	Head and Neck	NET	I	0.024358284538508725
Male	Current	60	64	Head and Neck	NET	I	0.06409002142470081
Male	Former	60	64	Head and Neck	NET	I	0.02128785163929991
Male	Never	60	64	Head and Neck	NET	I	0.011323325340053148
Male	Any	60	64	Head and Neck	NET	II	0.012179142269254362
Male	Current	60	64	Head and Neck	NET	II	0.03204501071235041
Male	Former	60	64	Head and Neck	NET	II	0.010643925819649956
Male	Never	60	64	Head and Neck	NET	II	0.005661662670026574
Male	Any	60	64	Head and Neck	NET	III	0.05480614021164463
Male	Current	60	64	Head and Neck	NET	III	0.14420254820557682
Male	Former	60	64	Head and Neck	NET	III	0.0478976661884248
Male	Never	60	64	Head and Neck	NET	III	0.025477482015119582
Male	Any	60	64	Head and Neck	NET	IV	0.23749327425046007
Male	Current	60	64	Head and Neck	NET	IV	0.6248777088908329
Male	Former	60	64	Head and Neck	NET	IV	0.20755655348317417
Male	Never	60	64	Head and Neck	NET	IV	0.1104024220655182
Male	Any	60	64	Kidney	NotExpected	I	34.671226776404495
Male	Current	60	64	Kidney	NotExpected	I	44.0762442001107
Male	Former	60	64	Kidney	NotExpected	I	39.24207548138887
Male	Never	60	64	Kidney	NotExpected	I	28.436286580716573
Male	Any	60	64	Kidney	NotExpected	II	4.952293909616148
Male	Current	60	64	Kidney	NotExpected	II	6.295667503161778
Male	Former	60	64	Kidney	NotExpected	II	5.605174938298873
Male	Never	60	64	Kidney	NotExpected	II	4.061720969781791
Male	Any	60	64	Kidney	NotExpected	III	8.596727319093585
Male	Current	60	64	Kidney	NotExpected	III	10.928700477826762
Male	Former	60	64	Kidney	NotExpected	III	9.730068812516729
Male	Never	60	64	Kidney	NotExpected	III	7.050774501823716
Male	Any	60	64	Kidney	NotExpected	IV	10.307801728365972
Male	Current	60	64	Kidney	NotExpected	IV	13.103925888626918
