Sex	Lower	Upper	SEER_Draw	Stage	IR	N	Pop	Rate	NET
Male	60	64	Esophagus	Unknown/missing	0.02	4	20374846	0.019632050225066734	NET
Male	60	64	Gallbladder	I	1.29	262	20374846	1.2858992897418708	No
Male	60	64	Gallbladder	II	1.7	347	20374846	1.703080357024539	No
Male	60	64	Gallbladder	III	0.67	136	20374846	0.6674897076522689	No
Male	60	64	Gallbladder	IV	2.16	440	20374846	2.1595255247573406	No
Male	60	64	Gallbladder	Unknown/missing	0.8	162	20374846	0.7950980341152026	No
Male	60	64	Gallbladder	I	0	1	20374846	0.0049080125562666835	NET
Male	60	64	Gallbladder	II	0	1	20374846	0.0049080125562666835	NET
Male	60	64	Gallbladder	III	0	1	20374846	0.0049080125562666835	NET
Male	60	64	Gallbladder	IV	0.01	3	20374846	0.01472403766880005	NET
Male	60	64	Gallbladder	Unknown/missing	0.03	7	20374846	0.03435608789386678	NET
Male	60	64	Head and Neck	I	13.14	2678	20374846	13.143657625682177	No
Male	60	64	Head and Neck	II	8.04	1638	20374846	8.039324567164828	No
Male	60	64	Head and Neck	III	10.88	2217	20374846	10.881063837243236	No
Male	60	64	Head and Neck	IV	33.32	6788	20374846	33.31558923193825	No
Male	60	64	Head and Neck	Unknown/missing	9.42	1920	20374846	9.423384108032032	No
Male	60	64	Head and Neck	I	0.02	4	20374846	0.019632050225066734	NET
Male	60	64	Head and Neck	II	0.01	2	20374846	0.009816025112533367	NET
Male	60	64	Head and Neck	III	0.04	9	20374846	0.04417211300640015	NET
Male	60	64	Head and Neck	IV	0.19	39	20374846	0.19141248969440064	NET
Male	60	64	Head and Neck	Unknown/missing	0.06	13	20374846	0.06380416323146688	NET
Male	60	64	Kidney	I	32.92	6707	20374846	32.91804021488064	NotExpected
Male	60	64	Kidney	II	4.7	958	20374846	4.701876028903483	NotExpected
Male	60	64	Kidney	III	8.16	1663	20374846	8.162024881071494	NotExpected
Male	60	64	Kidney	IV	9.79	1994	20374846	9.786577037195766	NotExpected
Male	60	64	Kidney	Unknown/missing	2.96	603	20374846	2.9595315714288097	NotExpected
Male	60	64	Liver/Bile-duct	I	14.4	2933	20374846	14.39520082753018	NotExpected
Male	60	64	Liver/Bile-duct	II	8.62	1757	20374846	8.623378061360562	NotExpected
Male	60	64	Liver/Bile-duct	III	9.62	1960	20374846	9.6197046102827	NotExpected
Male	60	64	Liver/Bile-duct	IV	7.89	1608	20374846	7.892084190476825	NotExpected
Male	60	64	Liver/Bile-duct	Unknown/missing	9.46	1928	20374846	9.462648208482165	NotExpected
Male	60	64	Lung	I	26.25	5349	20374846	26.25295916347049	No
Male	60	64	Lung	II	6.5	1325	20374846	6.503116637053355	No
Male	60	64	Lung	III	32.18	6557	20374846	32.18183833144064	No
Male	60	64	Lung	IV	62.57	12748	20374846	62.56734406728768	No
Male	60	64	Lung	Unknown/missing	10.86	2212	20374846	10.856523774461902	No
Male	60	64	Lung	I	1.26	256	20374846	1.256451214404271	NET
Male	60	64	Lung	II	0.53	107	20374846	0.525157343520535	NET
Male	60	64	Lung	III	6.04	1231	20374846	6.041763456764286	NET
Male	60	64	Lung	IV	16.52	3365	20374846	16.515462251837388	NET
Male	60	64	Lung	Unknown/missing	2.23	455	20374846	2.233145713101341	NET
Male	60	64	Lymphoma	I	13.43	2736	20374846	13.428322353945644	NotExpected
Male	60	64	Lymphoma	II	7.84	1597	20374846	7.838096052357893	NotExpected
Male	60	64	Lymphoma	III	8.88	1810	20374846	8.883502726842696	NotExpected
Male	60	64	Lymphoma	IV	19.5	3974	20374846	19.504441898603798	NotExpected
Male	60	64	Lymphoma	Unknown/missing	5.19	1057	20374846	5.187769271973884	NotExpected
Male	60	64	Lymphoid Leukemia	I	0.43	87	20374846	0.42699709239520145	NotExpected
Male	60	64	Lymphoid Leukemia	II	0.3	61	20374846	0.29938876593226765	NotExpected
Male	60	64	Lymphoid Leukemia	III	0.48	98	20374846	0.4809852305141349	NotExpected
Male	60	64	Lymphoid Leukemia	IV	0.67	136	20374846	0.6674897076522689	NotExpected
Male	60	64	Lymphoid Leukemia	Unknown/missing	20.78	4233	20374846	20.77561715067687	NotExpected
Male	60	64	Melanoma	I	48.11	9803	20374846	48.11324708908229	NotExpected
Male	60	64	Melanoma	II	7.72	1573	20374846	7.720303751007492	NotExpected
Male	60	64	Melanoma	III	4.83	984	20374846	4.829484355366416	NotExpected
Male	60	64	Melanoma	IV	3.36	684	20374846	3.357080588486411	NotExpected
Male	60	64	Melanoma	Unknown/missing	7.15	1456	20374846	7.14606628192429	NotExpected
Male	60	64	Myeloid Neoplasm	I	0	0	20374846	0	NotExpected
Male	60	64	Myeloid Neoplasm	II	0	0	20374846	0	NotExpected
Male	60	64	Myeloid Neoplasm	III	0	0	20374846	0	NotExpected
Male	60	64	Myeloid Neoplasm	IV	0	0	20374846	0	NotExpected
Male	60	64	Myeloid Neoplasm	Unknown/missing	15.05	3066	20374846	15.04796649751365	NotExpected
Male	60	64	Plasma Cell Neoplasm	I	0	0	20374846	0	NotExpected
Male	60	64	Plasma Cell Neoplasm	II	0	0	20374846	0	NotExpected
Male	60	64	Plasma Cell Neoplasm	III	0	0	20374846	0	NotExpected
Male	60	64	Plasma Cell Neoplasm	IV	0	0	20374846	0	NotExpected
Male	60	64	Plasma Cell Neoplasm	Unknown/missing	20.47	4170	20374846	20.466412359632066	NotExpected
Male	60	64	Ovary	I	0	0	20374846	0	NotExpected
Male	60	64	Ovary	II	0	0	20374846	0	NotExpected
Male	60	64	Ovary	III	0.01	2	20374846	0.009816025112533367	NotExpected
Male	60	64	Ovary	IV	0.02	4	20374846	0.019632050225066734	NotExpected
Male	60	64	Ovary	Unknown/missing	0.08	17	20374846	0.08343621345653361	NotExpected
Male	60	64	Pancreas	I	1.62	330	20374846	1.6196441435680056	No
Male	60	64	Pancreas	II	7.84	1597	20374846	7.838096052357893	No
Male	60	64	Pancreas	III	2.97	605	20374846	2.9693475965413434	No
Male	60	64	Pancreas	IV	17.96	3659	20374846	17.958417943379793	No
Male	60	64	Pancreas	Unknown/missing	4.24	864	20374846	4.240522848614414	No
Male	60	64	Pancreas	I	0.33	68	20374846	0.33374485382613445	NET
Male	60	64	Pancreas	II	0.27	56	20374846	0.27484870315093424	NET
Male	60	64	Pancreas	III	0.04	8	20374846	0.03926410045013347	NET
Male	60	64	Pancreas	IV	0.76	155	20374846	0.7607419462213358	NET
Male	60	64	Pancreas	Unknown/missing	0.09	19	20374846	0.09325223856906698	NET
Male	60	64	Prostate	I	1.04	212	20374846	1.0404986619285368	NotExpected
Male	60	64	Prostate	II	383.79	78196	20374846	383.78694984982957	NotExpected
Male	60	64	Prostate	III	44.46	9058	20374846	44.45677773466362	NotExpected
Male	60	64	Prostate	IV	30.75	6265	20374846	30.748698665010767	NotExpected
Male	60	64	Prostate	Unknown/missing	28.31	5768	20374846	28.309416424546228	NotExpected
Male	60	64	Sarcoma	I	2.22	453	20374846	2.2233296879888074	NotExpected
Male	60	64	Sarcoma	II	1.13	231	20374846	1.1337509004976039	NotExpected
Male	60	64	Sarcoma	III	1.46	297	20374846	1.457679729211205	NotExpected
Male	60	64	Sarcoma	IV	1.52	309	20374846	1.516575879886405	NotExpected
Male	60	64	Sarcoma	Unknown/missing	6.06	1234	20374846	6.056487494433086	NotExpected
Male	60	64	Stomach	I	4.61	940	20374846	4.613531802890682	No
Male	60	64	Stomach	II	2.79	569	20374846	2.7926591445157425	No
Male	60	64	Stomach	III	2.27	462	20374846	2.2675018009952077	No
Male	60	64	Stomach	IV	8.74	1780	20374846	8.736262350154695	No
Male	60	64	Stomach	Unknown/missing	4.18	851	20374846	4.176718685382947	No
Male	60	64	Stomach	I	0.13	27	20374846	0.13251633901920043	NET
Male	60	64	Stomach	II	0.01	3	20374846	0.01472403766880005	NET
Male	60	64	Stomach	III	0.01	3	20374846	0.01472403766880005	NET
Male	60	64	Stomach	IV	0.2	41	20374846	0.201228514806934	NET
Male	60	64	Stomach	Unknown/missing	0.04	8	20374846	0.03926410045013347	NET
Male	60	64	Thyroid	I	6.49	1322	20374846	6.488392599384555	NotExpected
Male	60	64	Thyroid	II	1.82	370	20374846	1.8159646458186725	NotExpected
Male	60	64	Thyroid	III	3.31	674	20374846	3.3080004629237445	NotExpected
Male	60	64	Thyroid	IV	2.91	592	20374846	2.905543433309876	NotExpected
Male	60	64	Thyroid	Unknown/missing	1.09	223	20374846	1.0944868000474703	NotExpected
Male	60	64	Urothelial Tract	I	1.38	282	20374846	1.3840595408672045	No
Male	60	64	Urothelial Tract	II	0.57	117	20374846	0.574237469083202	No
Male	60	64	Urothelial Tract	III	1.05	214	20374846	1.05031468704107	No
Male	60	64	Urothelial Tract	IV	1.23	251	20374846	1.2319111516229375	No
Male	60	64	Urothelial Tract	Unknown/missing	0.27	56	20374846	0.27484870315093424	No
Male	60	64	Urothelial Tract	I	0	0	20374846	0	NET
Male	60	64	Urothelial Tract	II	0	0	20374846	0	NET
Male	60	64	Urothelial Tract	III	0	0	20374846	0	NET
Male	60	64	Urothelial Tract	IV	0.01	2	20374846	0.009816025112533367	NET
Male	60	64	Urothelial Tract	Unknown/missing	0	0	20374846	0	NET
Male	60	64	Uterus	I	0	0	20374846	0	No
Male	60	64	Uterus	II	0	0	20374846	0	No
Male	60	64	Uterus	III	0	0	20374846	0	No
Male	60	64	Uterus	IV	0	0	20374846	0	No
Male	60	64	Uterus	Unknown/missing	0	0	20374846	0	No
Male	60	64	Uterus	I	0	0	20374846	0	NET
Male	60	64	Uterus	II	0	0	20374846	0	NET
Male	60	64	Uterus	III	0	0	20374846	0	NET
Male	60	64	Uterus	IV	0	0	20374846	0	NET
Male	60	64	Uterus	Unknown/missing	0	0	20374846	0	NET
Male	60	64	CUP	I	0	0	20374846	0	NotExpected
Male	60	64	CUP	II	0	0	20374846	0	NotExpected
Male	60	64	CUP	III	0	0	20374846	0	NotExpected
Male	60	64	CUP	IV	0	0	20374846	0	NotExpected
Male	60	64	CUP	Unknown/missing	17.93	3654	20374846	17.93387788059846	NotExpected
Male	60	64	Brain	I	0	0	20374846	0	NotExpected
Male	60	64	Brain	II	0	0	20374846	0	NotExpected
Male	60	64	Brain	III	0	0	20374846	0	NotExpected
Male	60	64	Brain	IV	0	0	20374846	0	NotExpected
Male	60	64	Brain	Unknown/missing	15.71	3201	20374846	15.710548192609652	NotExpected
Male	60	64	[OTHER]	I	3.83	781	20374846	3.8331578064442793	NotExpected
Male	60	64	[OTHER]	II	1.67	340	20374846	1.6687242691306723	NotExpected
Male	60	64	[OTHER]	III	2.44	497	20374846	2.4392822404645416	NotExpected
Male	60	64	[OTHER]	IV	2.36	481	20374846	2.3607540395642745	NotExpected
Male	60	64	[OTHER]	Unknown/missing	29.88	6088	20374846	29.879980442551567	NotExpected
Male	65	69	Anus	I	0.76	116	15202554	0.763029685669921	NotExpected
Male	65	69	Anus	II	1.32	200	15202554	1.3155684235688292	NotExpected
Male	65	69	Anus	III	0.81	123	15202554	0.80907458049483	NotExpected
Male	65	69	Anus	IV	0.37	57	15202554	0.37493700071711633	NotExpected
Male	65	69	Anus	Unknown/missing	1.03	156	15202554	1.0261433703836869	NotExpected
Male	65	69	Bladder	I	27.36	4160	15202554	27.36382321023165	No
Male	65	69	Bladder	II	11.55	1756	15202554	11.550690758934321	No
Male	65	69	Bladder	III	4.46	678	15202554	4.459776955898331	No
Male	65	69	Bladder	IV	7.69	1169	15202554	7.689497435759808	No
Male	65	69	Bladder	Unknown/missing	4.12	627	15202554	4.12430700788828	No
Male	65	69	Bladder	I	0.15	23	15202554	0.15129036871041535	NET
Male	65	69	Bladder	II	0.29	44	15202554	0.28942505318514244	NET
Male	65	69	Bladder	III	0.15	23	15202554	0.15129036871041535	NET
Male	65	69	Bladder	IV	0.37	56	15202554	0.3683591585992722	NET
Male	65	69	Bladder	Unknown/missing	0.08	12	15202554	0.07893410541412975	NET
Male	65	69	Breast	I	1.44	219	15202554	1.4405474238078682	NotExpected
Male	65	69	Breast	II	1.92	292	15202554	1.9207298984104908	NotExpected
Male	65	69	Breast	III	0.62	95	15202554	0.6248950011951939	NotExpected
Male	65	69	Breast	IV	0.34	51	15202554	0.3354699480100515	NotExpected
Male	65	69	Breast	Unknown/missing	0.26	40	15202554	0.26311368471376584	NotExpected
Male	65	69	Cervix	I	0	0	15202554	0	No
Male	65	69	Cervix	II	0	0	15202554	0	No
Male	65	69	Cervix	III	0	0	15202554	0	No
Male	65	69	Cervix	IV	0	0	15202554	0	No
Male	65	69	Cervix	Unknown/missing	0	0	15202554	0	No
Male	65	69	Cervix	I	0	0	15202554	0	NET
Male	65	69	Cervix	II	0	0	15202554	0	NET
Male	65	69	Cervix	III	0	0	15202554	0	NET
Male	65	69	Cervix	IV	0	0	15202554	0	NET
Male	65	69	Cervix	Unknown/missing	0	0	15202554	0	NET
Male	65	69	Colon/Rectum	I	40.17	6107	15202554	40.1708818136742	No
Male	65	69	Colon/Rectum	II	36.78	5591	15202554	36.776715280866625	No
Male	65	69	Colon/Rectum	III	37.41	5688	15202554	37.4147659662975	No
Male	65	69	Colon/Rectum	IV	30.26	4600	15202554	30.25807374208307	No
Male	65	69	Colon/Rectum	Unknown/missing	13.45	2044	15202554	13.445109288873436	No
Male	65	69	Colon/Rectum	I	0.2	31	15202554	0.20391310565316853	NET
Male	65	69	Colon/Rectum	II	0.09	13	15202554	0.0855119475319739	NET
Male	65	69	Colon/Rectum	III	0.24	36	15202554	0.23680231624238926	NET
Male	65	69	Colon/Rectum	IV	0.55	84	15202554	0.5525387378989083	NET
Male	65	69	Colon/Rectum	Unknown/missing	0.08	12	15202554	0.07893410541412975	NET
Male	65	69	Esophagus	I	4.51	686	15202554	4.512399692841084	No
Male	65	69	Esophagus	II	5.56	845	15202554	5.558276589578304	No
Male	65	69	Esophagus	III	6.33	963	15202554	6.334461959483914	No
Male	65	69	Esophagus	IV	10.63	1616	15202554	10.62979286243614	No
Male	65	69	Esophagus	Unknown/missing	4.07	618	15202554	4.065106428827683	No
Male	65	69	Esophagus	I	0.03	4	15202554	0.026311368471376585	NET
Male	65	69	Esophagus	II	0.08	12	15202554	0.07893410541412975	NET
Male	65	69	Esophagus	III	0.05	8	15202554	0.05262273694275317	NET
Male	65	69	Esophagus	IV	0.18	27	15202554	0.17760173718179195	NET
Male	65	69	Esophagus	Unknown/missing	0.03	4	15202554	0.026311368471376585	NET
Male	65	69	Gallbladder	I	2.23	339	15202554	2.2298884779491654	No
Male	65	69	Gallbladder	II	2.86	435	15202554	2.8613613212622035	No
Male	65	69	Gallbladder	III	0.92	140	15202554	0.9208978964981805	No
Male	65	69	Gallbladder	IV	3.2	487	15202554	3.2034091113900995	No
Male	65	69	Gallbladder	Unknown/missing	1.14	173	15202554	1.1379666863870375	No
Male	65	69	Gallbladder	I	0.02	3	15202554	0.019733526353532437	NET
Male	65	69	Gallbladder	II	0.03	4	15202554	0.026311368471376585	NET
Male	65	69	Gallbladder	III	0.01	2	15202554	0.013155684235688293	NET
Male	65	69	Gallbladder	IV	0.03	4	15202554	0.026311368471376585	NET
Male	65	69	Gallbladder	Unknown/missing	0.06	9	15202554	0.059200579060597315	NET
Male	65	69	Head and Neck	I	19.03	2893	15202554	19.029697246923117	No
Male	65	69	Head and Neck	II	10.1	1536	15202554	10.103565493008608	No
Male	65	69	Head and Neck	III	11.84	1800	15202554	11.840115812119464	No
Male	65	69	Head and Neck	IV	34.14	5190	15202554	34.13900059161112	No
Male	65	69	Head and Neck	Unknown/missing	11.8	1794	15202554	11.800648759412399	No
Male	65	69	Head and Neck	I	0.02	3	15202554	0.019733526353532437	NET
Male	65	69	Head and Neck	II	0.05	7	15202554	0.046044894824909026	NET
Male	65	69	Head and Neck	III	0.05	7	15202554	0.046044894824909026	NET
Male	65	69	Head and Neck	IV	0.24	36	15202554	0.23680231624238926	NET
Male	65	69	Head and Neck	Unknown/missing	0.07	11	15202554	0.07235626329628561	NET
Male	65	69	Kidney	I	44.58	6778	15202554	44.584613874747625	NotExpected
Male	65	69	Kidney	II	5.9	897	15202554	5.900324379706199	NotExpected
Male	65	69	Kidney	III	11.22	1705	15202554	11.21522081092427	NotExpected
Male	65	69	Kidney	IV	11.88	1806	15202554	11.879582864826528	NotExpected
Male	65	69	Kidney	Unknown/missing	4.46	678	15202554	4.459776955898331	NotExpected
Male	65	69	Liver/Bile-duct	I	14.31	2176	15202554	14.313384448428863	NotExpected
Male	65	69	Liver/Bile-duct	II	7.94	1207	15202554	7.939455436237885	NotExpected
Male	65	69	Liver/Bile-duct	III	9.69	1473	15202554	9.689161439584428	NotExpected
Male	65	69	Liver/Bile-duct	IV	7.36	1119	15202554	7.3606053298675995	NotExpected
Male	65	69	Liver/Bile-duct	Unknown/missing	9.04	1375	15202554	9.044532912035702	NotExpected
Male	65	69	Lung	I	52.51	7983	15202554	52.51091362674982	No
Male	65	69	Lung	II	11.9	1809	15202554	11.899316391180061	No
Male	65	69	Lung	III	52.46	7975	15202554	52.45829088980706	No
Male	65	69	Lung	IV	97.88	14881	15202554	97.88486855563875	No
Male	65	69	Lung	Unknown/missing	19.71	2996	15202554	19.707214985061064	No
Male	65	69	Lung	I	2.68	407	15202554	2.6771817419625674	NET
Male	65	69	Lung	II	0.9	137	15202554	0.9011643701446481	NET
Male	65	69	Lung	III	9.32	1417	15202554	9.320802280985156	NET
Male	65	69	Lung	IV	26.05	3960	15202554	26.048254786662817	NET
Male	65	69	Lung	Unknown/missing	3.6	547	15202554	3.598079638460748	NET
Male	65	69	Lymphoma	I	20.17	3066	15202554	20.167663933310155	NotExpected
Male	65	69	Lymphoma	II	10.83	1647	15202554	10.83370596808931	NotExpected
Male	65	69	Lymphoma	III	13	1976	15202554	12.997816024860033	NotExpected
Male	65	69	Lymphoma	IV	26.44	4020	15202554	26.442925313733472	NotExpected
Male	65	69	Lymphoma	Unknown/missing	8.66	1316	15202554	8.656440227082896	NotExpected
Male	65	69	Lymphoid Leukemia	I	0.58	88	15202554	0.5788501063702849	NotExpected
Male	65	69	Lymphoid Leukemia	II	0.51	78	15202554	0.5130716851918434	NotExpected
Male	65	69	Lymphoid Leukemia	III	0.9	137	15202554	0.9011643701446481	NotExpected
Male	65	69	Lymphoid Leukemia	IV	0.84	128	15202554	0.8419637910840507	NotExpected
Male	65	69	Lymphoid Leukemia	Unknown/missing	31.09	4726	15202554	31.086881848931437	NotExpected
Male	65	69	Melanoma	I	68.33	10388	15202554	68.330623920165	NotExpected
Male	65	69	Melanoma	II	11.25	1710	15202554	11.24811002151349	NotExpected
Male	65	69	Melanoma	III	6.42	976	15202554	6.419973907015887	NotExpected
Male	65	69	Melanoma	IV	3.88	590	15202554	3.8809268495280467	NotExpected
Male	65	69	Melanoma	Unknown/missing	10.91	1659	15202554	10.91264007350344	NotExpected
Male	65	69	Myeloid Neoplasm	I	0	0	15202554	0	NotExpected
Male	65	69	Myeloid Neoplasm	II	0	0	15202554	0	NotExpected
Male	65	69	Myeloid Neoplasm	III	0	0	15202554	0	NotExpected
Male	65	69	Myeloid Neoplasm	IV	0	0	15202554	0	NotExpected
Male	65	69	Myeloid Neoplasm	Unknown/missing	23.75	3611	15202554	23.752587887535213	NotExpected
Male	65	69	Plasma Cell Neoplasm	I	0	0	15202554	0	NotExpected
Male	65	69	Plasma Cell Neoplasm	II	0	0	15202554	0	NotExpected
Male	65	69	Plasma Cell Neoplasm	III	0	0	15202554	0	NotExpected
Male	65	69	Plasma Cell Neoplasm	IV	0	0	15202554	0	NotExpected
Male	65	69	Plasma Cell Neoplasm	Unknown/missing	30.96	4706	15202554	30.95532500657455	NotExpected
Male	65	69	Ovary	I	0.01	1	15202554	0.006577842117844146	NotExpected
Male	65	69	Ovary	II	0	0	15202554	0	NotExpected
Male	65	69	Ovary	III	0.02	3	15202554	0.019733526353532437	NotExpected
Male	65	69	Ovary	IV	0.02	3	15202554	0.019733526353532437	NotExpected
Male	65	69	Ovary	Unknown/missing	0.13	20	15202554	0.13155684235688292	NotExpected
Male	65	69	Pancreas	I	2.56	389	15202554	2.558780583841373	No
Male	65	69	Pancreas	II	12.18	1851	15202554	12.175585760129517	No
Male	65	69	Pancreas	III	4.06	617	15202554	4.058528586709838	No
Male	65	69	Pancreas	IV	25.3	3847	15202554	25.304958627346434	No
Male	65	69	Pancreas	Unknown/missing	6.29	956	15202554	6.288417064659004	No
Male	65	69	Pancreas	I	0.66	100	15202554	0.6577842117844146	NET
Male	65	69	Pancreas	II	0.32	48	15202554	0.315736421656519	NET
Male	65	69	Pancreas	III	0.09	14	15202554	0.09208978964981805	NET
Male	65	69	Pancreas	IV	1.07	163	15202554	1.072188265208596	NET
Male	65	69	Pancreas	Unknown/missing	0.12	19	15202554	0.12497900023903878	NET
Male	65	69	Prostate	I	2.16	328	15202554	2.1575322146528797	NotExpected
Male	65	69	Prostate	II	582.13	88499	15202554	582.1324495870891	NotExpected
Male	65	69	Prostate	III	63.18	9605	15202554	63.180173541893026	NotExpected
Male	65	69	Prostate	IV	44.12	6708	15202554	44.12416492649854	NotExpected
Male	65	69	Prostate	Unknown/missing	50.27	7642	15202554	50.26786946456497	NotExpected
Male	65	69	Sarcoma	I	2.89	440	15202554	2.8942505318514242	NotExpected
Male	65	69	Sarcoma	II	1.65	251	15202554	1.6510383715788808	NotExpected
Male	65	69	Sarcoma	III	2.02	307	15202554	2.019397530178153	NotExpected
Male	65	69	Sarcoma	IV	1.96	298	15202554	1.9601969511175557	NotExpected
Male	65	69	Sarcoma	Unknown/missing	8.61	1309	15202554	8.610395332257989	NotExpected
Male	65	69	Stomach	I	7.56	1149	15202554	7.5579405934029245	No
Male	65	69	Stomach	II	4.34	660	15202554	4.341375797777137	No
Male	65	69	Stomach	III	3.47	528	15202554	3.4731006382217093	No
Male	65	69	Stomach	IV	12.53	1905	15202554	12.530789234493097	No
Male	65	69	Stomach	Unknown/missing	6.21	944	15202554	6.209482959244874	No
Male	65	69	Stomach	I	0.22	33	15202554	0.21706878988885683	NET
Male	65	69	Stomach	II	0.04	6	15202554	0.039467052707064874	NET
Male	65	69	Stomach	III	0.03	4	15202554	0.026311368471376585	NET
Male	65	69	Stomach	IV	0.21	32	15202554	0.21049094777101268	NET
Male	65	69	Stomach	Unknown/missing	0.07	10	15202554	0.06577842117844146	NET
Male	65	69	Thyroid	I	7.16	1088	15202554	7.1566922242144315	NotExpected
Male	65	69	Thyroid	II	2.26	344	15202554	2.262777688538386	NotExpected
Male	65	69	Thyroid	III	3.72	566	15202554	3.7230586386997873	NotExpected
Male	65	69	Thyroid	IV	3.77	573	15202554	3.769103533524696	NotExpected
Male	65	69	Thyroid	Unknown/missing	1.26	192	15202554	1.262945686626076	NotExpected
Male	65	69	Urothelial Tract	I	2.48	377	15202554	2.4798464784272434	No
Male	65	69	Urothelial Tract	II	1.05	160	15202554	1.0524547388550634	No
Male	65	69	Urothelial Tract	III	1.9	289	15202554	1.9009963720569585	No
Male	65	69	Urothelial Tract	IV	2.09	317	15202554	2.0851759513565944	No
Male	65	69	Urothelial Tract	Unknown/missing	0.57	87	15202554	0.5722722642524407	No
Male	65	69	Urothelial Tract	I	0	0	15202554	0	NET
Male	65	69	Urothelial Tract	II	0.01	2	15202554	0.013155684235688293	NET
Male	65	69	Urothelial Tract	III	0.01	1	15202554	0.006577842117844146	NET
Male	65	69	Urothelial Tract	IV	0.02	3	15202554	0.019733526353532437	NET
Male	65	69	Urothelial Tract	Unknown/missing	0.01	2	15202554	0.013155684235688293	NET
Male	65	69	Uterus	I	0	0	15202554	0	No
Male	65	69	Uterus	II	0	0	15202554	0	No
Male	65	69	Uterus	III	0	0	15202554	0	No
Male	65	69	Uterus	IV	0	0	15202554	0	No
Male	65	69	Uterus	Unknown/missing	0	0	15202554	0	No
Male	65	69	Uterus	I	0	0	15202554	0	NET
Male	65	69	Uterus	II	0	0	15202554	0	NET
Male	65	69	Uterus	III	0	0	15202554	0	NET
Male	65	69	Uterus	IV	0	0	15202554	0	NET
Male	65	69	Uterus	Unknown/missing	0	0	15202554	0	NET
Male	65	69	CUP	I	0	0	15202554	0	NotExpected
Male	65	69	CUP	II	0	0	15202554	0	NotExpected
Male	65	69	CUP	III	0	0	15202554	0	NotExpected
Male	65	69	CUP	IV	0	0	15202554	0	NotExpected
Male	65	69	CUP	Unknown/missing	25.57	3888	15202554	25.574650154178045	NotExpected
Male	65	69	Brain	I	0	0	15202554	0	NotExpected
Male	65	69	Brain	II	0	0	15202554	0	NotExpected
Male	65	69	Brain	III	0	0	15202554	0	NotExpected
Male	65	69	Brain	IV	0	0	15202554	0	NotExpected
Male	65	69	Brain	Unknown/missing	19.25	2926	15202554	19.246766036811973	NotExpected
Male	65	69	[OTHER]	I	5.28	803	15202554	5.2820072206288495	NotExpected
Male	65	69	[OTHER]	II	2.71	412	15202554	2.710070952551788	NotExpected
Male	65	69	[OTHER]	III	3.69	561	15202554	3.690169428110566	NotExpected
Male	65	69	[OTHER]	IV	3.84	584	15202554	3.8414597968209816	NotExpected
Male	65	69	[OTHER]	Unknown/missing	47.31	7192	15202554	47.307840511535105	NotExpected
Male	70	74	Anus	I	0.7	75	10785961	0.6953483328931006	NotExpected
Male	70	74	Anus	II	1.26	136	10785961	1.2608983103128224	NotExpected
Male	70	74	Anus	III	0.78	84	10785961	0.7787901328402727	NotExpected
Male	70	74	Anus	IV	0.46	50	10785961	0.463565555262067	NotExpected
Male	70	74	Anus	Unknown/missing	1.12	121	10785961	1.1218286437342022	NotExpected
Male	70	74	Bladder	I	42.94	4631	10785961	42.93544172837265	No
Male	70	74	Bladder	II	17.41	1878	10785961	17.411522255643238	No
Male	70	74	Bladder	III	7.22	779	10785961	7.222351350983005	No
Male	70	74	Bladder	IV	10.7	1154	10785961	10.699093015448508	No
Male	70	74	Bladder	Unknown/missing	7.66	826	10785961	7.658102972929348	No
Male	70	74	Bladder	I	0.19	20	10785961	0.18542622210482682	NET
Male	70	74	Bladder	II	0.53	57	10785961	0.5284647329987564	NET
Male	70	74	Bladder	III	0.22	24	10785961	0.22251146652579218	NET
Male	70	74	Bladder	IV	0.59	64	10785961	0.5933639107354458	NET
Male	70	74	Bladder	Unknown/missing	0.13	14	10785961	0.12979835547337878	NET
Male	70	74	Breast	I	1.68	181	10785961	1.6781073100486825	NotExpected
Male	70	74	Breast	II	2.25	243	10785961	2.252928598573646	NotExpected
Male	70	74	Breast	III	0.83	89	10785961	0.8251466883664794	NotExpected
Male	70	74	Breast	IV	0.48	52	10785961	0.48210817747254975	NotExpected
Male	70	74	Breast	Unknown/missing	0.27	29	10785961	0.2688680220519989	NotExpected
Male	70	74	Cervix	I	0	0	10785961	0	No
Male	70	74	Cervix	II	0	0	10785961	0	No
Male	70	74	Cervix	III	0	0	10785961	0	No
Male	70	74	Cervix	IV	0	0	10785961	0	No
Male	70	74	Cervix	Unknown/missing	0	0	10785961	0	No
Male	70	74	Cervix	I	0	0	10785961	0	NET
Male	70	74	Cervix	II	0	0	10785961	0	NET
Male	70	74	Cervix	III	0	0	10785961	0	NET
Male	70	74	Cervix	IV	0	0	10785961	0	NET
Male	70	74	Cervix	Unknown/missing	0	0	10785961	0	NET
Male	70	74	Colon/Rectum	I	52.75	5690	10785961	52.75376018882323	No
Male	70	74	Colon/Rectum	II	50.51	5448	10785961	50.51010290135483	No
Male	70	74	Colon/Rectum	III	47.98	5175	10785961	47.97903496962394	No
Male	70	74	Colon/Rectum	IV	37.94	4092	10785961	37.93820504264757	No
Male	70	74	Colon/Rectum	Unknown/missing	16.28	1756	10785961	16.280422300803796	No
Male	70	74	Colon/Rectum	I	0.31	33	10785961	0.3059532664729643	NET
Male	70	74	Colon/Rectum	II	0.1	11	10785961	0.10198442215765476	NET
